# Chromosome: chr19, Resolution: 500000bp
# Generated: 2026-09-24 10:44:17
bin	start	end	x	y	z
0	0	500000	0.832657	1.514749	-2.547440
1	500000	1000000	0.669472	1.624713	-2.607148
2	1000000	1500000	0.528404	1.649463	-2.606169
3	1500000	2000000	0.490556	1.775369	-2.525988
4	2000000	2500000	0.295163	2.118342	-2.383068
5	2500000	3000000	0.136689	2.300798	-2.312722
6	3000000	3500000	-0.020059	2.355021	-2.142578
7	3500000	4000000	-0.095179	2.398418	-1.935330
8	4000000	4500000	-0.192980	2.416430	-1.706420
9	4500000	5000000	-0.325839	2.457274	-1.602584
10	5000000	5500000	-0.525672	2.342943	-1.618442
11	5500000	6000000	-0.700510	2.162135	-1.687766
12	6000000	6500000	-0.783341	1.998782	-1.664563
13	6500000	7000000	-0.798446	1.716632	-1.597687
14	7000000	7500000	-0.871765	1.226431	-1.514259
15	7500000	8000000	-0.904795	0.703905	-1.421533
16	8000000	8500000	-0.857147	0.330314	-1.244846
17	8500000	9000000	-0.810676	0.173456	-1.138487
18	9000000	9500000	-0.857005	0.173197	-1.046467
19	9500000	10000000	-0.986135	0.106056	-1.035142
20	10000000	10500000	-1.119571	-0.028163	-1.102251
21	10500000	11000000	-1.269522	0.016456	-1.241794
22	11000000	11500000	-1.401771	0.324697	-1.359146
23	11500000	12000000	-1.554707	0.506271	-1.324868
24	12000000	12500000	-1.749335	0.539091	-1.178482
25	12500000	13000000	-1.838780	0.574206	-1.057367
26	13000000	13500000	-1.897142	0.530835	-0.821278
27	13500000	14000000	-2.012963	0.753345	-0.551270
28	14000000	14500000	-2.112252	1.023687	-0.246420
29	14500000	15000000	-2.157556	1.187247	-0.033912
30	15000000	15500000	-2.209128	1.289817	0.003697
31	15500000	16000000	-2.175916	1.471290	0.007034
32	16000000	16500000	-2.133238	1.555013	0.071061
33	16500000	17000000	-2.066301	1.726360	-0.016973
34	17000000	17500000	-1.961450	1.775425	-0.079589
35	17500000	18000000	-1.811589	1.676119	-0.184091
36	18000000	18500000	-1.689788	1.245557	-0.212402
37	18500000	19000000	-1.643016	0.703011	-0.160256
38	19000000	19500000	-1.704258	-0.105066	-0.139347
39	19500000	20000000	-1.680665	-0.740646	-0.129933
40	20000000	20500000	-1.698665	-1.475629	-0.094430
41	20500000	21000000	-1.737471	-2.208160	-0.048893
42	21000000	21500000	-1.690086	-2.731665	0.010353
43	21500000	22000000	-1.679490	-2.952931	0.060846
44	22000000	22500000	-1.539205	-3.033337	0.050693
45	22500000	23000000	-1.297851	-2.989381	0.029673
46	23000000	23500000	-1.220860	-3.165423	-0.601595
47	23500000	24000000	-0.990965	-3.129348	-1.332183
48	24000000	24500000	-0.503161	-2.963661	-2.132422
49	24500000	25000000	0.080982	-2.835078	-2.831657
50	25000000	25500000	0.757634	-2.884672	-3.396101
51	25500000	26000000	0.976602	-3.143611	-3.276184
52	26000000	26500000	1.060373	-3.134028	-2.999748
53	26500000	27000000	1.207574	-3.028174	-2.082438
54	27000000	27500000	1.254599	-3.003574	-1.062142
55	27500000	28000000	0.944721	-2.971346	-0.019804
56	28000000	28500000	0.396462	-2.753293	0.911024
57	28500000	29000000	-0.115817	-2.515652	1.805265
58	29000000	29500000	-0.316007	-2.107454	1.990372
59	29500000	30000000	-0.320858	-2.002444	2.103147
60	30000000	30500000	-0.313991	-1.945202	2.185929
61	30500000	31000000	-0.398873	-1.774266	2.260523
62	31000000	31500000	-0.429461	-1.557404	2.306514
63	31500000	32000000	-0.433018	-1.456841	2.355406
64	32000000	32500000	-0.462888	-1.331757	2.373392
65	32500000	33000000	-0.413565	-1.079600	2.437786
66	33000000	33500000	-0.422478	-0.846593	2.336152
67	33500000	34000000	-0.544069	-0.446439	2.188338
68	34000000	34500000	-0.558000	-0.121170	2.002017
69	34500000	35000000	-0.472209	-0.114281	1.782405
70	35000000	35500000	-0.349701	-0.339068	1.535801
