# Chromosome: chr3, Resolution: 500000bp
# Generated: 2026-09-14 16:45:04
bin	start	end	x	y	z
0	0	500000	3.690778	3.068102	-0.966854
1	500000	1000000	3.749080	3.040830	-1.012948
2	1000000	1500000	3.730166	2.915238	-1.053309
3	1500000	2000000	3.746795	2.789086	-1.109964
4	2000000	2500000	3.795610	2.907127	-1.072083
5	2500000	3000000	3.769790	2.609071	-1.309698
6	3000000	3500000	3.617438	2.180321	-1.624088
7	3500000	4000000	3.536115	1.762641	-1.856339
8	4000000	4500000	3.521137	1.578536	-2.017133
9	4500000	5000000	3.582709	1.438595	-2.199166
10	5000000	5500000	3.640227	1.373233	-2.365753
11	5500000	6000000	3.690696	1.327151	-2.512703
12	6000000	6500000	3.747234	1.523129	-2.497431
13	6500000	7000000	3.780129	1.803644	-2.440719
14	7000000	7500000	3.612835	1.770575	-2.481323
15	7500000	8000000	3.367802	1.454583	-2.732585
16	8000000	8500000	3.053832	1.054112	-2.975643
17	8500000	9000000	2.672619	0.641367	-3.255256
18	9000000	9500000	2.325073	0.291466	-3.543715
19	9500000	10000000	2.025365	-0.139177	-3.835933
20	10000000	10500000	1.812649	-0.518961	-4.148002
21	10500000	11000000	1.716241	-0.634059	-4.325949
22	11000000	11500000	1.576745	-0.696468	-4.356490
23	11500000	12000000	1.449356	-0.674411	-4.389808
24	12000000	12500000	1.400336	-0.485553	-4.437227
25	12500000	13000000	1.323657	-0.571352	-4.496171
26	13000000	13500000	1.284138	-0.681061	-4.618970
27	13500000	14000000	1.238434	-0.829786	-4.535742
28	14000000	14500000	1.218054	-0.871338	-4.447089
29	14500000	15000000	1.312009	-0.749179	-4.323754
30	15000000	15500000	1.464137	-0.516569	-4.132770
31	15500000	16000000	1.591871	-0.381145	-3.946967
32	16000000	16500000	1.843043	-0.045450	-3.662947
33	16500000	17000000	2.056164	0.511201	-3.244319
34	17000000	17500000	2.200987	1.243347	-2.824686
35	17500000	18000000	2.420476	1.832396	-2.456871
36	18000000	18500000	2.563700	2.272911	-2.340492
37	18500000	19000000	2.691676	2.586412	-2.320973
38	19000000	19500000	2.837997	3.029090	-2.072208
39	19500000	20000000	2.894108	3.367851	-1.879920
40	20000000	20500000	2.885350	3.586077	-1.775897
41	20500000	21000000	2.920996	3.657727	-1.835833
42	21000000	21500000	2.875471	3.716094	-1.915320
43	21500000	22000000	2.825241	3.502154	-1.892932
44	22000000	22500000	2.716162	3.350210	-1.930402
45	22500000	23000000	2.600428	3.273186	-2.004388
46	23000000	23500000	2.476431	3.264575	-2.113265
47	23500000	24000000	2.376361	3.215357	-2.262065
48	24000000	24500000	2.256557	2.987617	-2.426146
49	24500000	25000000	2.161221	3.060850	-2.377014
50	25000000	25500000	2.060530	3.476664	-2.270615
51	25500000	26000000	2.022529	3.733230	-2.099067
52	26000000	26500000	1.944116	3.610224	-2.138896
53	26500000	27000000	1.842302	3.509386	-2.221136
54	27000000	27500000	1.779947	3.461238	-2.183589
55	27500000	28000000	1.770956	3.472115	-2.055458
56	28000000	28500000	1.710982	3.253832	-2.133935
57	28500000	29000000	1.690679	3.133552	-2.113988
58	29000000	29500000	1.581153	3.045289	-2.211765
59	29500000	30000000	1.488302	2.860934	-2.211933
60	30000000	30500000	1.463647	2.601698	-2.270317
61	30500000	31000000	1.404387	2.309040	-2.495888
62	31000000	31500000	1.281468	2.049842	-2.735243
63	31500000	32000000	1.159244	1.794219	-2.965449
64	32000000	32500000	1.046795	1.547372	-3.206220
65	32500000	33000000	1.011699	1.575551	-3.223128
66	33000000	33500000	0.985374	2.013344	-3.173309
67	33500000	34000000	0.924872	2.465533	-3.030049
68	34000000	34500000	0.894868	2.764912	-2.839414
69	34500000	35000000	0.867090	3.158271	-2.601049
70	35000000	35500000	0.849037	3.298196	-2.536814
71	35500000	36000000	0.773258	3.118046	-2.510236
72	36000000	36500000	0.619886	2.889512	-2.627028
73	36500000	37000000	0.471483	2.255739	-2.851099
74	37000000	37500000	0.289482	1.756928	-3.065755
