# Chromosome: chr6, Resolution: 500000bp
# Generated: 2026-08-26 10:14:05
bin	start	end	x	y	z
0	0	500000	3.164869	-1.582424	0.360993
1	500000	1000000	3.127720	-1.618839	0.323336
2	1000000	1500000	3.081562	-1.594420	0.288240
3	1500000	2000000	3.071056	-1.532785	0.240185
4	2000000	2500000	2.964046	-1.628087	0.145999
5	2500000	3000000	2.826358	-1.723753	-0.013739
6	3000000	3500000	2.808174	-1.741201	-0.076797
7	3500000	4000000	2.779185	-1.705552	-0.158312
8	4000000	4500000	2.707161	-1.799430	-0.218323
9	4500000	5000000	2.642284	-1.862997	-0.281931
10	5000000	5500000	2.556534	-1.878435	-0.295669
11	5500000	6000000	2.481559	-1.944160	-0.269837
12	6000000	6500000	2.385220	-1.932872	-0.279395
13	6500000	7000000	2.151291	-1.921281	-0.373562
14	7000000	7500000	1.874122	-2.161115	-0.444138
15	7500000	8000000	1.617447	-2.238062	-0.550345
16	8000000	8500000	1.396990	-2.390906	-0.653120
17	8500000	9000000	1.205318	-2.566159	-0.805365
18	9000000	9500000	1.138113	-2.606332	-0.917646
19	9500000	10000000	1.208816	-2.481542	-0.992990
20	10000000	10500000	1.446927	-2.300146	-0.972107
21	10500000	11000000	1.693738	-2.138613	-0.971708
22	11000000	11500000	1.933522	-2.037287	-0.996967
23	11500000	12000000	2.151267	-1.865053	-0.998754
24	12000000	12500000	2.395286	-1.740347	-0.964134
25	12500000	13000000	2.545412	-1.620307	-0.964306
26	13000000	13500000	2.653601	-1.594483	-0.972655
27	13500000	14000000	2.666955	-1.616915	-1.037415
28	14000000	14500000	2.702118	-1.520042	-1.090811
29	14500000	15000000	2.701254	-1.345157	-1.088506
30	15000000	15500000	2.624762	-1.257416	-1.120865
31	15500000	16000000	2.436079	-1.311655	-1.280445
32	16000000	16500000	2.226935	-1.304022	-1.466994
33	16500000	17000000	1.923841	-1.394778	-1.535988
34	17000000	17500000	1.525668	-1.566837	-1.647789
35	17500000	18000000	1.128204	-1.818362	-1.699931
36	18000000	18500000	0.817322	-2.033189	-1.833858
37	18500000	19000000	0.717457	-2.148168	-1.884598
38	19000000	19500000	0.744351	-2.071060	-1.841611
39	19500000	20000000	0.762731	-2.164593	-1.838153
40	20000000	20500000	0.782399	-2.232051	-1.885423
41	20500000	21000000	0.940937	-2.260659	-1.920558
42	21000000	21500000	1.081494	-2.236030	-1.995149
43	21500000	22000000	1.117107	-2.253253	-2.003833
44	22000000	22500000	1.008457	-2.373240	-2.082505
45	22500000	23000000	0.890663	-2.528688	-2.111378
46	23000000	23500000	0.955708	-2.268358	-2.051291
47	23500000	24000000	1.147003	-1.980056	-1.966807
48	24000000	24500000	1.290824	-1.691764	-1.834124
49	24500000	25000000	1.638172	-1.348863	-1.565729
