# Chromosome: chr6, Resolution: 500000bp
# Generated: 2026-09-24 10:24:55
bin	start	end	x	y	z
0	0	500000	-0.795890	-2.563368	3.220762
1	500000	1000000	-0.779912	-2.654409	3.084776
2	1000000	1500000	-0.776805	-2.648970	3.050861
3	1500000	2000000	-0.795836	-2.585103	3.071467
4	2000000	2500000	-0.872789	-2.746101	2.814105
5	2500000	3000000	-0.972151	-2.747372	2.688371
6	3000000	3500000	-1.031164	-2.683555	2.677003
7	3500000	4000000	-1.045222	-2.603576	2.691986
8	4000000	4500000	-1.058019	-2.508882	2.672873
9	4500000	5000000	-1.126008	-2.506626	2.632034
10	5000000	5500000	-1.154534	-2.422715	2.628265
11	5500000	6000000	-1.118080	-2.307097	2.610286
12	6000000	6500000	-1.047041	-2.313594	2.517631
13	6500000	7000000	-1.032895	-2.353779	2.248680
14	7000000	7500000	-0.997868	-2.578322	1.758078
15	7500000	8000000	-1.026485	-2.767991	1.403840
16	8000000	8500000	-0.959139	-2.909543	1.047692
17	8500000	9000000	-0.925779	-3.137104	0.632610
18	9000000	9500000	-0.959326	-3.158703	0.485927
19	9500000	10000000	-1.013925	-2.960867	0.571598
20	10000000	10500000	-1.099241	-2.824619	0.980344
21	10500000	11000000	-1.224006	-2.583251	1.418203
22	11000000	11500000	-1.315389	-2.445916	1.685688
23	11500000	12000000	-1.466947	-2.182039	1.983112
24	12000000	12500000	-1.570267	-1.941778	2.367551
25	12500000	13000000	-1.670950	-1.864748	2.527795
26	13000000	13500000	-1.692263	-1.871899	2.650319
27	13500000	14000000	-1.702702	-1.768504	2.635007
28	14000000	14500000	-1.751825	-1.713942	2.632598
29	14500000	15000000	-1.803371	-1.551913	2.682367
30	15000000	15500000	-1.751153	-1.555660	2.588951
31	15500000	16000000	-1.730467	-1.746847	2.247809
32	16000000	16500000	-1.698946	-1.889834	2.013758
33	16500000	17000000	-1.702146	-2.034388	1.638169
34	17000000	17500000	-1.708370	-2.279697	1.117869
35	17500000	18000000	-1.666328	-2.564609	0.613952
36	18000000	18500000	-1.618086	-2.810882	0.200334
37	18500000	19000000	-1.695930	-2.876007	0.042505
38	19000000	19500000	-1.877780	-2.818087	0.138256
39	19500000	20000000	-1.953605	-2.774690	0.161028
40	20000000	20500000	-2.118154	-2.807991	0.179179
41	20500000	21000000	-2.198551	-2.786816	0.317787
42	21000000	21500000	-2.273879	-2.719474	0.434777
43	21500000	22000000	-2.362241	-2.709204	0.455644
44	22000000	22500000	-2.338169	-2.861420	0.337102
45	22500000	23000000	-2.264361	-2.866557	0.185547
46	23000000	23500000	-2.264771	-2.685357	0.291306
47	23500000	24000000	-2.136018	-2.401224	0.527690
48	24000000	24500000	-2.176740	-2.219336	0.725290
49	24500000	25000000	-2.162861	-1.888595	1.265009
50	25000000	25500000	-2.341758	-1.825539	1.722193
51	25500000	26000000	-2.559590	-1.616997	2.081060
52	26000000	26500000	-2.702306	-1.461902	2.460935
53	26500000	27000000	-2.815765	-1.475046	2.556459
54	27000000	27500000	-2.448431	-2.233957	2.255486
55	27500000	28000000	-1.834094	-2.886314	1.940114
56	28000000	28500000	-1.270461	-3.646409	1.331614
57	28500000	29000000	-0.505041	-4.078829	0.731355
58	29000000	29500000	0.223277	-4.631290	0.147764
59	29500000	30000000	0.263633	-3.636863	-0.057928
60	30000000	30500000	0.345022	-2.643072	-0.137490
61	30500000	31000000	-0.007967	-0.966442	0.227297
62	31000000	31500000	-0.403940	0.624268	0.810301
63	31500000	32000000	-0.890560	1.989924	1.581714
64	32000000	32500000	-1.560364	2.852513	2.385971
65	32500000	33000000	-2.234610	3.716498	3.212867
66	33000000	33500000	-2.189981	3.038193	3.536766
67	33500000	34000000	-2.162294	2.352849	3.847232
68	34000000	34500000	-2.272265	1.639577	3.988059
69	34500000	35000000	-2.466805	1.004102	3.932929
70	35000000	35500000	-2.578937	0.553813	3.791434
71	35500000	36000000	-2.496028	0.573688	3.752330
72	36000000	36500000	-2.415742	0.615625	3.655045
73	36500000	37000000	-2.430720	0.608266	3.474508
74	37000000	37500000	-2.487095	0.555194	3.248546
75	37500000	38000000	-2.613368	0.458956	2.976474
76	38000000	38500000	-2.722427	0.338234	2.758027
77	38500000	39000000	-2.810698	0.189349	2.425196
78	39000000	39500000	-2.963275	0.059847	2.123145
79	39500000	40000000	-3.019799	-0.045863	1.996679
80	40000000	40500000	-3.079434	-0.113925	2.008182
81	40500000	41000000	-3.141318	-0.088632	2.051256
82	41000000	41500000	-3.147899	0.019299	2.188154
83	41500000	42000000	-3.172392	0.139406	2.309857
84	42000000	42500000	-3.163947	0.239840	2.465745
85	42500000	43000000	-3.155367	0.336062	2.526007
86	43000000	43500000	-3.257019	0.303417	2.349083
87	43500000	44000000	-3.317744	0.187243	2.076880
88	44000000	44500000	-3.335756	0.021983	1.791783
89	44500000	45000000	-3.279675	-0.185045	1.426649
90	45000000	45500000	-3.200596	-0.411327	1.001852
91	45500000	46000000	-3.123511	-0.554668	0.591889
92	46000000	46500000	-3.096846	-0.731762	0.218285
93	46500000	47000000	-2.991760	-0.972762	-0.146978
94	47000000	47500000	-2.862454	-1.210029	-0.488507
95	47500000	48000000	-2.797270	-1.393837	-0.827406
96	48000000	48500000	-2.745638	-1.536487	-1.077314
97	48500000	49000000	-2.690653	-1.661127	-1.316618
98	49000000	49500000	-2.800589	-1.742649	-1.511922
99	49500000	50000000	-2.817997	-1.772971	-1.580193
100	50000000	50500000	-2.872822	-1.652334	-1.515304
101	50500000	51000000	-2.881657	-1.430873	-1.201727
102	51000000	51500000	-2.948519	-1.252055	-0.983729
103	51500000	52000000	-2.965237	-1.038084	-0.726721
104	52000000	52500000	-3.001859	-0.872861	-0.553831
105	52500000	53000000	-2.976027	-0.792383	-0.597623
106	53000000	53500000	-2.955203	-0.782939	-0.683874
107	53500000	54000000	-2.912423	-0.811371	-0.837293
108	54000000	54500000	-2.909651	-0.904010	-1.190896
109	54500000	55000000	-2.867124	-0.923828	-1.418010
110	55000000	55500000	-2.867007	-0.840306	-1.440213
111	55500000	56000000	-2.930649	-0.713050	-1.380641
112	56000000	56500000	-3.040606	-0.657079	-1.442103
113	56500000	57000000	-3.058542	-0.707572	-1.664080
114	57000000	57500000	-3.311668	0.121115	-1.379596
115	57500000	58000000	-2.784192	-0.455904	-1.534387
116	58000000	58500000	-2.214824	-1.114276	-1.768390
117	58500000	59000000	-1.915965	-1.669281	-2.379140
118	59000000	59500000	-1.579126	-2.028278	-2.907566
119	59500000	60000000	-1.197602	-2.341317	-3.151370
120	60000000	60500000	-0.874121	-2.381827	-3.206547
121	60500000	61000000	-0.362029	-3.237334	-3.610901
122	61000000	61500000	-0.661987	-2.675297	-3.603426
123	61500000	62000000	-1.008450	-2.010412	-3.434997
124	62000000	62500000	-1.229135	-1.463979	-3.057533
125	62500000	63000000	-1.277321	-1.286312	-2.903196
126	63000000	63500000	-1.293465	-1.047748	-2.795444
127	63500000	64000000	-1.267534	-0.925079	-2.783169
128	64000000	64500000	-1.290976	-0.822982	-2.937488
129	64500000	65000000	-1.312552	-0.704901	-3.036112
130	65000000	65500000	-1.218073	-0.733926	-3.258322
131	65500000	66000000	-1.005783	-0.866675	-3.602036
132	66000000	66500000	-0.958951	-0.772676	-3.739916
133	66500000	67000000	-1.094184	-0.597396	-3.737507
134	67000000	67500000	-1.147439	-0.476486	-3.732708
135	67500000	68000000	-1.160531	-0.374689	-3.622719
136	68000000	68500000	-1.218607	-0.198228	-3.213031
137	68500000	69000000	-1.387252	-0.002018	-2.861309
138	69000000	69500000	-1.498377	0.135454	-2.514400
139	69500000	70000000	-1.560262	0.196868	-2.322668
140	70000000	70500000	-1.397690	0.170997	-2.238473
141	70500000	71000000	-1.456087	0.260366	-2.162951
142	71000000	71500000	-1.509845	0.442454	-1.764857
143	71500000	72000000	-1.532899	0.547132	-1.714631
144	72000000	72500000	-1.551585	0.658094	-1.676329
145	72500000	73000000	-1.613920	0.777692	-1.869323
146	73000000	73500000	-1.745392	0.941732	-1.843585
147	73500000	74000000	-1.867739	1.164414	-1.654010
148	74000000	74500000	-1.867641	1.266190	-1.377727
149	74500000	75000000	-1.764701	1.190327	-1.784470
150	75000000	75500000	-1.624561	1.048114	-2.210433
151	75500000	76000000	-1.516848	0.975265	-2.523953
152	76000000	76500000	-1.489210	0.980750	-2.553258
153	76500000	77000000	-1.296781	0.944623	-2.784318
154	77000000	77500000	-1.210141	0.868335	-2.973643
155	77500000	78000000	-1.270488	1.035660	-3.027080
156	78000000	78500000	-1.299230	1.126529	-2.847099
157	78500000	79000000	-1.388995	1.282050	-2.629540
158	79000000	79500000	-1.421563	1.435302	-2.644641
159	79500000	80000000	-1.372908	1.459551	-2.736072
160	80000000	80500000	-1.488914	1.596276	-2.518581
161	80500000	81000000	-1.512369	1.764026	-2.408973
162	81000000	81500000	-1.429875	1.724106	-2.514700
163	81500000	82000000	-1.456104	1.844512	-2.369752
164	82000000	82500000	-1.413726	1.909062	-2.343607
165	82500000	83000000	-1.394058	1.930873	-2.133407
166	83000000	83500000	-1.349975	2.008539	-1.941526
167	83500000	84000000	-1.271078	2.095103	-1.842433
168	84000000	84500000	-1.221327	2.114579	-1.739669
169	84500000	85000000	-1.073196	1.969555	-1.879054
170	85000000	85500000	-0.977243	1.931993	-2.065868
171	85500000	86000000	-0.978834	1.998560	-1.844693
172	86000000	86500000	-1.018766	2.077491	-1.479872
173	86500000	87000000	-1.102095	2.216780	-1.144177
174	87000000	87500000	-1.189070	2.300529	-0.833763
175	87500000	88000000	-1.218399	2.280089	-0.553079
176	88000000	88500000	-1.322887	2.460170	-0.062499
177	88500000	89000000	-1.347715	2.477625	0.240675
178	89000000	89500000	-1.219295	2.390741	0.076842
179	89500000	90000000	-1.021607	2.384289	-0.225980
180	90000000	90500000	-0.830916	2.388672	-0.439603
181	90500000	91000000	-0.597343	2.329093	-0.898418
182	91000000	91500000	-0.405454	2.316398	-1.426771
183	91500000	92000000	-0.185230	2.371938	-1.839431
184	92000000	92500000	0.037773	2.366893	-2.235658
185	92500000	93000000	0.187089	2.389193	-2.474087
186	93000000	93500000	0.362599	2.354129	-2.717933
187	93500000	94000000	0.490429	2.267483	-2.933408
188	94000000	94500000	0.585505	2.238087	-2.894668
189	94500000	95000000	0.687314	2.254033	-2.863183
190	95000000	95500000	0.653469	2.198909	-2.641561
191	95500000	96000000	0.618414	2.265005	-2.449701
192	96000000	96500000	0.635076	2.202089	-2.440946
193	96500000	97000000	0.654093	2.053615	-2.414219
194	97000000	97500000	0.710166	1.874573	-2.298434
195	97500000	98000000	0.726067	1.698703	-2.134672
196	98000000	98500000	0.727415	1.630423	-2.020176
197	98500000	99000000	0.850528	1.571832	-2.215563
198	99000000	99500000	0.870575	1.537987	-2.127533
199	99500000	100000000	0.941198	1.513304	-2.128690
200	100000000	100500000	0.988221	1.449338	-2.169820
201	100500000	101000000	1.081870	1.468079	-2.327621
202	101000000	101500000	1.200054	1.375636	-2.596278
203	101500000	102000000	1.331761	1.211570	-2.815024
204	102000000	102500000	1.457605	1.018278	-2.908049
205	102500000	103000000	1.579934	0.773402	-3.158526
206	103000000	103500000	1.527861	0.710828	-2.920704
207	103500000	104000000	1.370142	0.814194	-2.445278
208	104000000	104500000	1.126785	0.941574	-1.828646
209	104500000	105000000	0.866157	1.213843	-1.138633
210	105000000	105500000	0.562973	1.389641	-0.424942
211	105500000	106000000	0.239554	1.595566	0.203952
212	106000000	106500000	-0.022895	1.776983	0.869065
213	106500000	107000000	-0.216386	1.903644	1.326084
214	107000000	107500000	-0.287112	1.972106	1.610385
215	107500000	108000000	-0.349875	1.988713	1.720842
216	108000000	108500000	-0.354283	1.933616	1.675979
217	108500000	109000000	-0.279590	1.964954	1.652483
218	109000000	109500000	-0.227935	1.977926	1.719006
219	109500000	110000000	-0.129832	2.095395	1.675738
220	110000000	110500000	-0.029657	2.133094	1.538502
221	110500000	111000000	0.126838	2.206485	1.201390
222	111000000	111500000	0.404178	2.354890	0.775901
223	111500000	112000000	0.613964	2.463264	0.492662
224	112000000	112500000	0.716274	2.577142	0.368184
225	112500000	113000000	0.992110	2.604670	-0.129829
226	113000000	113500000	1.207708	2.676752	-0.476799
227	113500000	114000000	1.465602	2.793966	-0.807263
228	114000000	114500000	1.588746	2.808410	-0.930673
229	114500000	115000000	1.506749	2.673637	-0.680217
230	115000000	115500000	1.536795	2.669525	-0.601637
231	115500000	116000000	1.697314	2.576313	-0.860838
232	116000000	116500000	1.651707	2.549028	-0.720795
233	116500000	117000000	1.709068	2.326250	-0.800904
234	117000000	117500000	1.602923	2.219386	-0.541977
235	117500000	118000000	1.556744	2.136830	-0.385620
236	118000000	118500000	1.791183	2.051119	-0.627567
237	118500000	119000000	2.015729	1.864427	-0.925802
238	119000000	119500000	2.171120	1.798672	-1.025565
239	119500000	120000000	2.294125	1.801570	-1.083660
240	120000000	120500000	2.369307	1.785376	-1.140034
241	120500000	121000000	2.549385	1.633851	-1.424202
242	121000000	121500000	2.708347	1.382540	-1.653409
243	121500000	122000000	2.781053	1.241143	-1.794327
244	122000000	122500000	2.770246	1.114005	-1.735602
245	122500000	123000000	2.779723	0.913258	-1.761254
246	123000000	123500000	2.840897	0.600400	-1.872333
247	123500000	124000000	2.835768	0.488857	-1.780939
248	124000000	124500000	2.718648	0.508590	-1.529364
249	124500000	125000000	2.671654	0.560952	-1.413337
250	125000000	125500000	2.684862	0.468130	-1.371131
251	125500000	126000000	2.659589	0.435266	-1.251354
252	126000000	126500000	2.754183	0.180520	-1.329877
253	126500000	127000000	2.691487	-0.475705	-1.543495
254	127000000	127500000	2.695446	-0.635824	-1.607184
255	127500000	128000000	2.800336	-0.853067	-1.863167
256	128000000	128500000	2.728068	-0.720724	-1.598587
257	128500000	129000000	2.602145	-0.419540	-1.233940
258	129000000	129500000	2.557655	-0.220829	-1.011823
259	129500000	130000000	2.321992	0.012285	-0.634064
260	130000000	130500000	2.336271	0.815609	-0.200493
261	130500000	131000000	2.270109	1.025457	0.001621
262	131000000	131500000	2.218940	1.221139	0.283447
263	131500000	132000000	2.458341	1.116413	0.057619
264	132000000	132500000	2.541278	0.968733	-0.054266
265	132500000	133000000	2.451088	0.968188	0.089433
266	133000000	133500000	2.424775	1.187161	0.318636
267	133500000	134000000	2.255828	1.292095	0.703214
268	134000000	134500000	2.254275	1.428652	0.985396
269	134500000	135000000	2.215609	1.492671	1.226511
270	135000000	135500000	1.915767	1.561996	1.637796
271	135500000	136000000	1.692261	1.622649	2.033122
272	136000000	136500000	1.622498	1.555057	2.194413
273	136500000	137000000	1.597838	1.456767	2.264804
274	137000000	137500000	1.608363	1.396162	2.219898
275	137500000	138000000	1.613247	1.364742	2.225636
276	138000000	138500000	1.734329	1.439601	2.109217
277	138500000	139000000	2.026977	1.534624	1.850806
278	139000000	139500000	2.273368	1.699264	1.547636
279	139500000	140000000	2.604467	1.796030	1.272564
280	140000000	140500000	2.884314	1.839822	0.905428
281	140500000	141000000	3.159643	1.819687	0.612600
282	141000000	141500000	3.170145	1.767712	0.563423
283	141500000	142000000	3.151684	1.695007	0.572757
284	142000000	142500000	3.013490	1.536726	0.705650
285	142500000	143000000	2.882897	1.285472	0.930386
286	143000000	143500000	2.764341	1.165536	1.012241
287	143500000	144000000	2.704848	1.103466	1.219683
288	144000000	144500000	2.634077	1.062860	1.361726
289	144500000	145000000	2.845038	0.916598	1.099299
290	145000000	145500000	2.995861	0.746322	0.897753
291	145500000	146000000	3.119310	0.658837	0.749037
292	146000000	146500000	3.300900	0.455204	0.403126
293	146500000	147000000	3.322346	0.266436	0.260284
294	147000000	147500000	3.241884	0.159195	0.397119
295	147500000	148000000	3.057022	0.122045	0.686623
296	148000000	148500000	2.725260	0.131326	1.182353
297	148500000	149000000	2.501413	0.063046	1.553263
298	149000000	149500000	2.295155	0.036204	1.856825
299	149500000	150000000	2.129595	0.086087	2.110060
300	150000000	150500000	2.135209	0.044942	2.085472
