# Chromosome: chr9, Resolution: 500000bp
# Generated: 2026-07-31 11:28:42
bin	start	end	x	y	z
0	0	500000	-0.108408	3.118725	0.426793
1	500000	1000000	-0.097945	3.195081	0.259927
2	1000000	1500000	-0.070645	3.280782	0.380969
3	1500000	2000000	-0.030154	3.380270	0.505850
4	2000000	2500000	0.096820	3.494018	0.527848
5	2500000	3000000	0.091857	3.657080	0.536091
6	3000000	3500000	-0.039141	3.737521	0.513842
7	3500000	4000000	-0.146844	3.836494	0.608128
8	4000000	4500000	-0.251212	3.920449	0.733711
9	4500000	5000000	-0.363158	3.932973	0.610598
10	5000000	5500000	-0.476832	3.846461	0.392902
11	5500000	6000000	-0.375940	3.798981	0.263638
12	6000000	6500000	-0.142297	3.803844	0.361737
13	6500000	7000000	0.189861	3.771564	0.408591
14	7000000	7500000	0.606675	3.662507	0.302933
15	7500000	8000000	1.054682	3.562421	0.326670
16	8000000	8500000	1.505197	3.475196	0.377638
17	8500000	9000000	1.944381	3.393057	0.387989
18	9000000	9500000	2.275408	3.136550	0.264238
19	9500000	10000000	2.538893	2.897686	0.087438
20	10000000	10500000	2.823582	2.674785	-0.058395
21	10500000	11000000	2.990423	2.565529	-0.084095
22	11000000	11500000	3.023292	2.487018	-0.247943
23	11500000	12000000	3.164188	2.421675	-0.297649
24	12000000	12500000	3.241156	2.460904	-0.192703
25	12500000	13000000	3.037986	2.716530	-0.091580
26	13000000	13500000	2.785793	2.918464	-0.089075
27	13500000	14000000	2.489315	3.087938	-0.209378
28	14000000	14500000	2.424771	3.202822	-0.408322
29	14500000	15000000	2.293048	3.197272	-0.500898
30	15000000	15500000	2.136819	3.276446	-0.713688
31	15500000	16000000	2.082412	3.156308	-1.003126
32	16000000	16500000	2.187790	2.970740	-1.217467
33	16500000	17000000	2.230778	2.885721	-1.424912
34	17000000	17500000	2.207672	2.833512	-1.534718
35	17500000	18000000	1.860493	2.882454	-1.536061
36	18000000	18500000	1.767090	3.006444	-1.615222
37	18500000	19000000	1.502884	3.017103	-1.702269
38	19000000	19500000	1.093671	3.145579	-1.715128
39	19500000	20000000	0.770743	3.314917	-1.731836
40	20000000	20500000	0.630500	3.318536	-1.748028
41	20500000	21000000	0.680121	3.260094	-1.860591
42	21000000	21500000	1.089610	2.980784	-1.955019
43	21500000	22000000	1.350798	2.629367	-2.072991
44	22000000	22500000	1.674800	2.330106	-2.122727
45	22500000	23000000	2.208903	2.007476	-2.180828
46	23000000	23500000	2.687439	1.656083	-2.240654
47	23500000	24000000	3.059530	1.333934	-2.316317
48	24000000	24500000	3.211802	1.115249	-2.371109
49	24500000	25000000	3.152722	1.007719	-2.503818
50	25000000	25500000	2.966691	1.133138	-2.507191
51	25500000	26000000	2.681065	1.310289	-2.554969
52	26000000	26500000	2.249685	1.575533	-2.692955
53	26500000	27000000	1.926730	1.751623	-2.812316
54	27000000	27500000	1.585242	1.926866	-2.959901
55	27500000	28000000	1.351315	2.044827	-3.027067
56	28000000	28500000	1.238800	2.186288	-3.021449
57	28500000	29000000	1.289330	2.073526	-3.221831
58	29000000	29500000	1.405101	2.054110	-3.390517
59	29500000	30000000	1.402095	2.039510	-3.481502
60	30000000	30500000	1.239838	2.136188	-3.532992
61	30500000	31000000	0.988618	2.258343	-3.458428
62	31000000	31500000	0.673901	2.450526	-3.281524
63	31500000	32000000	0.094223	2.654065	-3.069354
64	32000000	32500000	-0.510568	2.979158	-2.547584
65	32500000	33000000	-1.115664	3.095665	-2.020110
66	33000000	33500000	-1.589583	3.209400	-1.464878
67	33500000	34000000	-1.967551	3.291536	-0.862368
68	34000000	34500000	-2.223719	3.353965	-0.335076
69	34500000	35000000	-2.510198	3.412821	-0.058249
70	35000000	35500000	-2.560798	3.405280	0.025976
71	35500000	36000000	-2.559860	3.317937	-0.031736
72	36000000	36500000	-2.484389	3.285643	-0.191073
73	36500000	37000000	-2.338952	3.199197	-0.442663
74	37000000	37500000	-2.245798	3.195279	-0.909081
75	37500000	38000000	-1.251292	2.671113	-1.122327
76	38000000	38500000	-0.168786	2.062071	-1.154154
77	38500000	39000000	0.820546	1.374057	-1.023542
78	39000000	39500000	1.769511	0.696790	-0.981710
79	39500000	40000000	2.692006	0.019484	-0.948297
80	40000000	40500000	3.568103	-0.644699	-0.943644
81	40500000	41000000	4.409179	-1.278624	-0.928871
82	41000000	41500000	4.332899	-1.434624	-1.127661
83	41500000	42000000	4.206740	-1.604733	-1.402367
84	42000000	42500000	3.495882	-0.864668	-0.895352
85	42500000	43000000	2.899723	-0.131980	-0.302013
86	43000000	43500000	2.374030	0.515575	0.423736
87	43500000	44000000	2.037627	0.690727	1.247305
88	44000000	44500000	1.790643	0.746850	2.164802
89	44500000	45000000	1.581153	0.994093	3.073041
90	45000000	45500000	1.349802	1.452894	3.975855
91	45500000	46000000	1.667491	1.165982	4.084580
92	46000000	46500000	1.870488	0.880507	4.181713
93	46500000	47000000	2.000802	0.573677	4.253636
94	47000000	47500000	1.931471	0.615760	4.294431
95	47500000	48000000	1.841335	0.454276	4.306965
96	48000000	48500000	1.781400	0.149660	4.286198
97	48500000	49000000	1.863217	-0.308139	4.185277
98	49000000	49500000	2.104863	-0.787437	3.972413
99	49500000	50000000	2.445336	-1.209944	3.652137
100	50000000	50500000	2.814821	-1.558500	3.224770
101	50500000	51000000	3.183035	-1.846714	2.723018
102	51000000	51500000	3.480896	-2.004902	2.283223
103	51500000	52000000	3.660386	-2.156055	1.977042
104	52000000	52500000	3.665550	-2.304547	1.858941
105	52500000	53000000	3.481330	-2.482105	1.921925
106	53000000	53500000	3.157458	-2.688721	2.108985
107	53500000	54000000	2.763777	-2.862072	2.393710
108	54000000	54500000	1.811200	-2.156322	1.712517
109	54500000	55000000	1.784882	-2.212712	1.369603
110	55000000	55500000	1.817779	-2.263572	1.002835
111	55500000	56000000	1.900238	-2.344765	0.601621
112	56000000	56500000	2.044237	-2.452007	0.176320
113	56500000	57000000	2.228056	-2.572636	-0.221510
114	57000000	57500000	2.405611	-2.705601	-0.542313
115	57500000	58000000	3.105054	-3.636902	0.265047
116	58000000	58500000	2.910968	-3.703346	0.790646
117	58500000	59000000	2.870176	-3.379157	1.366512
118	59000000	59500000	2.873679	-2.929327	1.866902
119	59500000	60000000	2.914099	-2.360369	2.302706
120	60000000	60500000	2.978757	-1.653994	2.637969
121	60500000	61000000	3.067639	-0.838020	2.902424
122	61000000	61500000	3.204993	-0.002831	3.007789
123	61500000	62000000	3.445535	0.723360	3.007653
124	62000000	62500000	3.561766	0.989907	2.845602
125	62500000	63000000	3.673252	1.095890	2.638125
126	63000000	63500000	3.801834	1.015812	2.419012
127	63500000	64000000	3.948955	0.757870	2.119247
128	64000000	64500000	4.165476	0.472556	1.783797
129	64500000	65000000	4.380789	0.247400	1.531036
130	65000000	65500000	4.159864	0.421243	1.651669
131	65500000	66000000	3.818442	0.708603	1.864653
132	66000000	66500000	3.386711	1.100253	2.114154
133	66500000	67000000	2.259333	1.464681	1.502552
134	67000000	67500000	1.296612	1.681439	0.974365
135	67500000	68000000	0.323025	1.820648	0.498891
136	68000000	68500000	-0.581110	1.805705	-0.140557
137	68500000	69000000	-1.143910	1.508781	-1.141176
138	69000000	69500000	-1.564733	1.118170	-2.113906
139	69500000	70000000	-1.733409	0.633939	-3.191912
140	70000000	70500000	-1.322219	0.288075	-3.419528
141	70500000	71000000	-1.095593	0.086425	-3.587468
142	71000000	71500000	-0.945062	-0.039557	-3.805705
143	71500000	72000000	-0.703133	-0.219068	-3.918249
144	72000000	72500000	-0.350189	-0.480790	-3.996682
145	72500000	73000000	-0.060733	-0.663628	-4.087366
146	73000000	73500000	-0.122997	-0.763310	-4.055742
147	73500000	74000000	-0.094003	-0.830424	-3.901206
148	74000000	74500000	0.077456	-0.890953	-3.826334
149	74500000	75000000	0.080376	-0.989922	-3.619330
150	75000000	75500000	-0.128276	-1.008006	-3.496032
151	75500000	76000000	-0.512458	-0.959392	-3.461762
152	76000000	76500000	-0.760479	-1.039610	-3.423927
153	76500000	77000000	-0.859930	-1.137605	-3.293779
154	77000000	77500000	-0.754301	-1.345739	-3.316551
155	77500000	78000000	-0.805773	-1.529207	-3.287165
156	78000000	78500000	-0.684843	-1.712097	-3.371547
157	78500000	79000000	-0.249667	-1.891316	-3.329481
158	79000000	79500000	0.138123	-2.103828	-3.211658
159	79500000	80000000	0.459778	-2.147133	-3.190902
160	80000000	80500000	0.841783	-2.204346	-3.247844
161	80500000	81000000	1.112328	-2.233287	-3.209060
162	81000000	81500000	1.272410	-2.265213	-3.165777
163	81500000	82000000	1.160219	-2.213748	-3.158343
164	82000000	82500000	0.597580	-2.093292	-3.183072
165	82500000	83000000	0.086958	-1.842082	-3.157733
166	83000000	83500000	-0.448332	-1.676123	-2.950249
167	83500000	84000000	-1.050800	-1.555496	-2.846084
168	84000000	84500000	-1.839675	-1.400702	-2.761374
169	84500000	85000000	-2.409571	-1.072214	-2.579304
170	85000000	85500000	-2.642032	-1.013821	-2.405298
171	85500000	86000000	-2.747060	-0.923790	-2.224350
172	86000000	86500000	-2.815864	-0.936452	-2.078543
173	86500000	87000000	-2.947164	-0.967935	-2.033975
174	87000000	87500000	-3.017392	-0.955297	-1.899302
175	87500000	88000000	-3.081076	-0.753262	-1.810951
176	88000000	88500000	-3.211892	-0.735932	-1.674148
177	88500000	89000000	-3.431899	-0.579945	-1.588136
178	89000000	89500000	-3.500061	-0.454218	-1.389270
179	89500000	90000000	-3.649737	-0.361885	-1.229346
180	90000000	90500000	-3.699300	-0.140093	-1.138330
181	90500000	91000000	-3.838079	0.133174	-0.991905
182	91000000	91500000	-3.815265	0.118352	-0.669387
183	91500000	92000000	-3.862835	0.300076	-0.594569
184	92000000	92500000	-3.830985	0.426891	-0.427681
185	92500000	93000000	-3.925886	0.685361	-0.206261
186	93000000	93500000	-3.865049	0.797189	-0.025069
187	93500000	94000000	-3.914056	0.868536	0.238969
188	94000000	94500000	-3.899756	0.855206	0.454699
189	94500000	95000000	-3.959968	0.868924	0.506428
190	95000000	95500000	-3.976302	0.890760	0.729087
191	95500000	96000000	-4.055114	0.841016	0.914163
192	96000000	96500000	-3.942999	0.558737	0.823983
193	96500000	97000000	-3.848548	0.393908	0.765215
194	97000000	97500000	-3.692333	0.092984	0.614956
195	97500000	98000000	-3.661105	-0.262756	0.472873
196	98000000	98500000	-3.638121	-0.618364	0.307046
197	98500000	99000000	-3.517153	-1.109362	-0.105633
198	99000000	99500000	-3.257736	-1.537823	-0.491808
199	99500000	100000000	-3.111152	-1.996591	-0.819859
200	100000000	100500000	-2.825657	-2.353634	-1.157692
201	100500000	101000000	-2.309944	-2.657047	-1.390767
202	101000000	101500000	-1.729660	-2.866501	-1.663946
203	101500000	102000000	-1.067990	-3.025551	-1.910416
204	102000000	102500000	-0.535430	-3.201279	-2.015284
205	102500000	103000000	-0.136356	-3.337729	-2.083015
206	103000000	103500000	0.090267	-3.291676	-2.010512
207	103500000	104000000	0.133092	-3.350887	-1.856841
208	104000000	104500000	-0.057481	-3.422456	-1.843274
209	104500000	105000000	-0.023844	-3.548232	-1.705772
210	105000000	105500000	-0.159568	-3.590680	-1.549437
211	105500000	106000000	-0.402562	-3.506495	-1.380298
212	106000000	106500000	-0.635633	-3.426675	-1.199339
213	106500000	107000000	-0.748484	-3.414334	-1.142942
