# Chromosome: chr8, Resolution: 500000bp
# Generated: 2026-07-31 11:28:35
bin	start	end	x	y	z
0	0	500000	-3.510572	1.824498	0.209430
1	500000	1000000	-3.509742	2.009829	0.251447
2	1000000	1500000	-3.541318	1.964359	0.130672
3	1500000	2000000	-3.489792	1.859597	-0.054802
4	2000000	2500000	-3.372200	1.909480	-0.292822
5	2500000	3000000	-3.291501	1.962399	-0.462741
6	3000000	3500000	-3.297181	1.663088	-0.758644
7	3500000	4000000	-3.360028	1.370710	-1.016621
8	4000000	4500000	-3.302219	1.050223	-1.299806
9	4500000	5000000	-3.113648	0.766911	-1.408139
10	5000000	5500000	-2.958468	0.419989	-1.389327
11	5500000	6000000	-3.099624	0.251407	-1.178989
12	6000000	6500000	-3.201237	0.349980	-0.820769
13	6500000	7000000	-3.059480	-0.227566	-0.503902
14	7000000	7500000	-2.807244	-0.722693	-0.277252
15	7500000	8000000	-2.733132	-1.043829	-0.055115
16	8000000	8500000	-2.860721	-1.261232	0.158298
17	8500000	9000000	-3.059019	-1.304629	0.351849
18	9000000	9500000	-2.844106	-1.524804	0.401968
19	9500000	10000000	-2.602967	-2.116531	0.281145
20	10000000	10500000	-2.614744	-2.021680	0.165794
21	10500000	11000000	-2.954771	-1.643517	0.255332
22	11000000	11500000	-3.009915	-1.501288	0.050065
23	11500000	12000000	-2.923969	-1.291438	-0.251469
24	12000000	12500000	-2.790941	-1.013212	-0.631800
25	12500000	13000000	-2.798594	-0.569807	-0.986909
26	13000000	13500000	-2.864567	-0.013669	-1.340841
27	13500000	14000000	-2.946498	0.542122	-1.632444
28	14000000	14500000	-2.697076	0.649701	-2.094120
29	14500000	15000000	-2.695102	1.027390	-2.178435
30	15000000	15500000	-2.744301	1.172552	-2.236837
31	15500000	16000000	-2.740045	1.044351	-2.203869
32	16000000	16500000	-2.645949	0.786447	-2.121430
33	16500000	17000000	-2.572726	0.464741	-2.046709
34	17000000	17500000	-2.567373	0.094729	-1.990340
35	17500000	18000000	-2.633060	-0.218411	-1.861373
36	18000000	18500000	-2.572502	-0.665240	-1.728901
37	18500000	19000000	-2.552675	-0.971898	-1.545450
38	19000000	19500000	-2.655590	-1.156226	-1.327630
39	19500000	20000000	-2.780576	-1.353773	-1.217839
40	20000000	20500000	-2.741635	-1.611054	-1.045606
41	20500000	21000000	-2.616789	-1.923406	-0.809979
42	21000000	21500000	-2.410487	-2.216274	-0.620831
43	21500000	22000000	-2.270469	-2.451706	-0.549102
44	22000000	22500000	-2.139367	-2.567469	-0.570056
45	22500000	23000000	-2.009192	-2.682943	-0.683398
46	23000000	23500000	-1.960412	-2.786694	-0.758152
47	23500000	24000000	-1.933257	-2.812669	-0.898925
48	24000000	24500000	-2.023822	-2.667421	-1.114150
49	24500000	25000000	-1.988431	-2.621161	-1.247644
50	25000000	25500000	-1.931405	-2.553834	-1.318496
51	25500000	26000000	-1.808699	-2.576513	-1.303370
52	26000000	26500000	-1.604565	-2.654961	-1.117278
53	26500000	27000000	-1.384468	-2.769353	-0.880379
54	27000000	27500000	-1.162670	-2.897085	-0.622560
55	27500000	28000000	-0.866077	-3.157785	-0.291853
56	28000000	28500000	-0.780128	-3.284206	-0.073608
57	28500000	29000000	-0.707807	-3.418643	0.056847
58	29000000	29500000	-0.574223	-3.555424	0.149097
59	29500000	30000000	-0.709082	-3.362460	-0.233980
60	30000000	30500000	-0.763173	-3.008371	-0.733555
61	30500000	31000000	-0.901042	-2.540444	-1.180988
62	31000000	31500000	-0.960004	-2.189255	-1.720928
63	31500000	32000000	-1.051442	-1.861289	-2.173785
64	32000000	32500000	-1.168060	-1.661813	-2.558619
65	32500000	33000000	-1.424480	-1.236217	-2.985899
66	33000000	33500000	-1.438770	-0.970675	-3.049756
67	33500000	34000000	-1.497508	-0.792882	-3.032647
68	34000000	34500000	-1.567275	-0.629513	-3.121537
69	34500000	35000000	-1.694843	-0.291055	-3.160711
70	35000000	35500000	-1.720157	-0.098179	-3.308899
71	35500000	36000000	-1.649996	-0.091924	-3.286256
72	36000000	36500000	-1.459420	-0.447464	-3.088651
73	36500000	37000000	-1.241663	-0.947189	-2.856848
74	37000000	37500000	-1.052918	-1.371565	-2.636316
75	37500000	38000000	-0.808043	-1.892221	-2.573919
76	38000000	38500000	-0.577222	-2.399546	-2.509847
77	38500000	39000000	-0.483098	-2.519863	-2.378084
78	39000000	39500000	-0.469577	-2.376366	-2.370371
79	39500000	40000000	-0.527607	-2.213104	-2.364818
80	40000000	40500000	-0.547306	-2.204074	-2.250208
81	40500000	41000000	-0.473612	-2.325897	-2.125391
82	41000000	41500000	-0.474826	-2.429827	-1.841144
