# Chromosome: chr14, Resolution: 500000bp
# Generated: 2026-09-02 10:50:11
bin	start	end	x	y	z
0	0	500000	-2.925243	4.093438	-1.576139
1	500000	1000000	-2.732757	4.264702	-1.367713
2	1000000	1500000	-2.557581	4.403507	-1.107713
3	1500000	2000000	-2.435213	4.484562	-0.791133
4	2000000	2500000	-2.306943	4.596192	-0.238169
5	2500000	3000000	-2.254728	4.643092	0.256381
6	3000000	3500000	-2.304759	4.599683	0.585460
7	3500000	4000000	-2.505865	4.424780	0.766920
8	4000000	4500000	-2.845089	4.110809	0.838723
9	4500000	5000000	-3.339815	3.344144	0.765842
10	5000000	5500000	-3.818823	2.470828	0.509627
11	5500000	6000000	-4.212302	1.605407	0.055210
12	6000000	6500000	-4.504902	0.867997	-0.450763
13	6500000	7000000	-4.665307	0.584720	-0.871594
14	7000000	7500000	-4.753339	0.406943	-1.136264
15	7500000	8000000	-4.821646	0.253002	-1.234861
16	8000000	8500000	-4.794170	0.166554	-1.020778
17	8500000	9000000	-4.746530	0.118831	-0.684624
18	9000000	9500000	-4.681543	0.024165	-0.184597
19	9500000	10000000	-4.584010	-0.228662	0.359110
20	10000000	10500000	-4.509458	-0.963980	0.821900
21	10500000	11000000	-4.419918	-1.795842	1.111461
22	11000000	11500000	-4.290115	-2.568652	1.161067
23	11500000	12000000	-4.178292	-2.915640	0.860570
24	12000000	12500000	-4.156962	-3.076615	0.513566
25	12500000	13000000	-4.251078	-2.704461	0.302980
26	13000000	13500000	-4.343033	-2.091624	0.170199
27	13500000	14000000	-4.390478	-1.292938	0.211445
28	14000000	14500000	-4.377564	-0.393633	0.482230
29	14500000	15000000	-4.340927	0.463679	0.963520
30	15000000	15500000	-4.309378	1.156197	1.531973
31	15500000	16000000	-4.293916	1.642672	1.998780
32	16000000	16500000	-4.256691	1.639014	2.175868
33	16500000	17000000	-4.278277	1.489465	1.845003
34	17000000	17500000	-4.268764	1.174605	1.211517
35	17500000	18000000	-4.284079	0.845652	0.408380
36	18000000	18500000	-4.076268	0.532733	-0.459593
37	18500000	19000000	-3.639646	0.258546	-1.174544
38	19000000	19500000	-3.153546	-0.044965	-1.768122
39	19500000	20000000	-2.592661	-0.424129	-2.129627
40	20000000	20500000	-1.922690	-0.627714	-2.088517
41	20500000	21000000	-1.406975	-0.858578	-1.800353
42	21000000	21500000	-0.937547	-1.246491	-1.389361
43	21500000	22000000	-0.826626	-1.635631	-1.065753
44	22000000	22500000	-0.885228	-1.966257	-0.955947
