# Chromosome: chr13, Resolution: 500000bp
# Generated: 2026-08-26 10:18:03
bin	start	end	x	y	z
0	0	500000	4.563087	-1.458801	2.734821
1	500000	1000000	4.619954	-1.669949	2.430280
2	1000000	1500000	4.655935	-1.865311	2.083331
3	1500000	2000000	4.678041	-2.011820	1.701665
4	2000000	2500000	4.729710	-2.251559	1.099033
5	2500000	3000000	4.834752	-2.335206	0.500634
6	3000000	3500000	4.960348	-2.239706	0.085648
7	3500000	4000000	5.045621	-2.015643	-0.080384
8	4000000	4500000	4.742053	-1.334055	0.362783
9	4500000	5000000	4.369278	-0.506559	0.921512
10	5000000	5500000	3.995892	0.416941	1.546177
11	5500000	6000000	3.681478	1.309157	2.159348
12	6000000	6500000	3.422314	2.066886	2.690889
13	6500000	7000000	3.196279	2.627276	3.107999
14	7000000	7500000	2.980840	3.006190	3.469023
15	7500000	8000000	3.088323	2.836663	3.452459
16	8000000	8500000	3.285908	2.485443	3.444936
17	8500000	9000000	3.564741	2.042513	3.416403
18	9000000	9500000	3.851258	1.611598	3.339798
19	9500000	10000000	4.095579	1.217243	3.208334
20	10000000	10500000	4.312695	0.911314	2.911800
21	10500000	11000000	4.465936	0.772918	2.080286
22	11000000	11500000	4.634505	0.718474	1.033845
23	11500000	12000000	4.799100	0.636325	-0.001921
24	12000000	12500000	4.927341	0.505163	-0.854061
25	12500000	13000000	5.008850	0.396243	-1.427133
26	13000000	13500000	5.049389	0.394335	-1.783783
27	13500000	14000000	5.034635	0.521840	-1.881239
28	14000000	14500000	5.025528	0.703394	-1.392301
29	14500000	15000000	4.995975	1.044632	-0.792394
30	15000000	15500000	4.938548	1.542263	-0.279326
31	15500000	16000000	4.877110	2.044539	-0.003769
32	16000000	16500000	4.791107	2.414090	0.002083
33	16500000	17000000	4.653885	2.684947	-0.197501
34	17000000	17500000	4.372596	2.928728	-0.528693
35	17500000	18000000	3.955519	3.057800	-0.856576
36	18000000	18500000	3.409345	3.106210	-0.988585
37	18500000	19000000	2.794531	3.167282	-1.155451
38	19000000	19500000	2.211229	3.363568	-1.028688
39	19500000	20000000	1.582778	3.551127	-0.802577
40	20000000	20500000	1.049039	3.666043	-0.561350
41	20500000	21000000	0.720233	3.684082	-0.329196
42	21000000	21500000	0.624217	3.703167	-0.277015
43	21500000	22000000	0.556423	3.598863	-0.328091
44	22000000	22500000	0.478808	3.563445	-0.150391
45	22500000	23000000	0.292926	3.407561	-0.069865
46	23000000	23500000	0.110414	3.403995	0.083715
47	23500000	24000000	-0.089478	3.454222	0.152541
48	24000000	24500000	-0.240500	3.520183	0.432539
49	24500000	25000000	-0.444548	3.470829	0.524553
50	25000000	25500000	-0.534460	3.551426	0.549817
51	25500000	26000000	-0.604046	3.534667	0.543342
52	26000000	26500000	-0.614220	3.505891	0.450688
53	26500000	27000000	-0.647261	3.438840	0.309135
54	27000000	27500000	-0.601152	3.391660	0.134387
55	27500000	28000000	-0.471320	3.219103	-0.160967
56	28000000	28500000	-0.596495	3.207834	-0.117386
57	28500000	29000000	-0.739709	3.202091	-0.142724
58	29000000	29500000	-0.728580	3.209718	-0.346597
59	29500000	30000000	-0.641136	3.114923	-0.538060
60	30000000	30500000	-0.498055	2.968250	-0.809166
61	30500000	31000000	-0.504277	2.840152	-0.898685
