# Chromosome: chr13, Resolution: 500000bp
# Generated: 2026-07-31 11:30:01
bin	start	end	x	y	z
0	0	500000	-4.886314	-1.170223	0.499631
1	500000	1000000	-4.830252	-1.164885	0.844528
2	1000000	1500000	-4.812192	-1.009630	1.056666
3	1500000	2000000	-4.824246	-0.674154	0.999086
4	2000000	2500000	-4.796097	-0.385360	1.107548
5	2500000	3000000	-4.777902	-0.099391	1.043269
6	3000000	3500000	-4.799087	0.247748	0.659211
7	3500000	4000000	-4.823720	0.614361	0.095246
8	4000000	4500000	-4.821270	0.990686	-0.533386
9	4500000	5000000	-4.778942	1.365056	-1.067523
10	5000000	5500000	-4.677682	1.608984	-1.311052
11	5500000	6000000	-4.532297	1.896382	-1.391785
12	6000000	6500000	-4.347317	2.267040	-1.277892
13	6500000	7000000	-4.175012	2.687464	-0.951040
14	7000000	7500000	-4.074090	3.011733	-0.508437
15	7500000	8000000	-3.995259	2.338658	-0.032690
16	8000000	8500000	-3.906580	1.469321	0.296498
17	8500000	9000000	-3.864262	0.514434	0.454717
18	9000000	9500000	-3.979574	-0.242480	0.296228
19	9500000	10000000	-4.118947	-1.060368	0.037685
20	10000000	10500000	-4.226162	-1.952345	-0.236577
21	10500000	11000000	-4.295378	-2.759750	-0.449519
22	11000000	11500000	-4.402846	-2.583594	-0.601764
23	11500000	12000000	-4.579306	-2.103427	-0.578303
24	12000000	12500000	-4.720563	-1.499515	-0.376681
25	12500000	13000000	-4.703497	-1.054317	0.137277
26	13000000	13500000	-4.647618	-0.485987	0.682009
27	13500000	14000000	-4.546878	0.286207	1.177191
28	14000000	14500000	-4.361830	1.119114	1.630869
29	14500000	15000000	-4.100432	1.832115	2.087982
30	15000000	15500000	-3.807892	2.216260	2.503602
31	15500000	16000000	-3.583680	2.371312	2.839332
32	16000000	16500000	-3.460105	2.315252	3.083758
33	16500000	17000000	-3.395827	2.032529	3.298296
34	17000000	17500000	-3.335512	1.534852	3.509777
35	17500000	18000000	-3.144543	0.950572	3.634509
36	18000000	18500000	-2.827847	0.072107	3.491890
37	18500000	19000000	-2.539175	-0.667301	3.288395
38	19000000	19500000	-2.251399	-1.462052	3.010035
39	19500000	20000000	-1.924190	-1.984295	2.856985
40	20000000	20500000	-1.583235	-2.258530	2.738360
41	20500000	21000000	-1.367945	-2.424492	2.569846
42	21000000	21500000	-1.403419	-2.491745	2.531263
43	21500000	22000000	-1.478316	-2.264440	2.627049
44	22000000	22500000	-1.371942	-2.314476	2.628210
45	22500000	23000000	-1.231190	-2.251271	2.673438
46	23000000	23500000	-1.080883	-2.389525	2.691303
47	23500000	24000000	-0.947516	-2.539327	2.683303
48	24000000	24500000	-0.929318	-2.649710	2.806661
49	24500000	25000000	-0.665686	-2.723219	2.719184
50	25000000	25500000	-0.573901	-2.800690	2.773686
51	25500000	26000000	-0.484496	-2.727009	2.843147
52	26000000	26500000	-0.435405	-2.575608	3.017262
53	26500000	27000000	-0.288182	-2.493892	3.048440
54	27000000	27500000	-0.168925	-2.390677	3.174006
55	27500000	28000000	0.039442	-2.260709	3.222650
56	28000000	28500000	0.222274	-2.293145	3.338786
57	28500000	29000000	0.476827	-2.333521	3.303129
58	29000000	29500000	0.558739	-2.259148	3.317320
59	29500000	30000000	0.694665	-2.085206	3.300300
60	30000000	30500000	0.716873	-1.785435	3.401129
61	30500000	31000000	0.813331	-1.621763	3.438849
62	31000000	31500000	0.924254	-1.445343	3.540894
63	31500000	32000000	0.840700	-1.213853	3.691534
64	32000000	32500000	0.815041	-0.933112	3.737225
65	32500000	33000000	0.715378	-0.527913	3.846825
66	33000000	33500000	0.527564	-0.233934	3.986821
67	33500000	34000000	0.371075	-0.003384	4.067902
68	34000000	34500000	0.304627	0.196544	4.053714
69	34500000	35000000	0.415836	0.373344	3.914788
70	35000000	35500000	0.625815	0.489097	3.747454
71	35500000	36000000	0.727414	0.617108	3.608837
72	36000000	36500000	0.999287	0.728304	3.608829
73	36500000	37000000	1.362221	0.735886	3.555508
74	37000000	37500000	1.800412	0.658450	3.392586
75	37500000	38000000	2.061810	0.518512	3.182805
76	38000000	38500000	2.268555	0.297437	3.094719
77	38500000	39000000	2.391207	0.026727	3.028814
78	39000000	39500000	2.518487	-0.322901	2.946602
79	39500000	40000000	2.721989	-0.769260	2.758746
80	40000000	40500000	2.898902	-1.252431	2.486215
81	40500000	41000000	3.032702	-1.579396	2.308383
82	41000000	41500000	3.100376	-1.715147	2.176493
83	41500000	42000000	3.235375	-1.761993	1.991949
84	42000000	42500000	3.347996	-1.748713	1.816934
85	42500000	43000000	3.485707	-1.632839	1.811445
86	43000000	43500000	3.452589	-1.639853	1.657019
87	43500000	44000000	3.382187	-1.693265	1.586701
88	44000000	44500000	3.203015	-1.802698	1.496401
