# Chromosome: chr1, Resolution: 500000bp
# Generated: 2026-08-26 10:09:09
bin	start	end	x	y	z
0	0	500000	3.318480	3.743986	-0.765942
1	500000	1000000	3.322920	3.596761	-0.965133
2	1000000	1500000	3.458908	3.408137	-1.063857
3	1500000	2000000	3.420195	3.272734	-1.228260
4	2000000	2500000	3.273982	3.081030	-1.579717
5	2500000	3000000	3.188959	2.798148	-1.845480
6	3000000	3500000	3.238907	2.476891	-1.963260
7	3500000	4000000	3.313626	2.205355	-2.090113
8	4000000	4500000	3.269240	2.058113	-2.177368
9	4500000	5000000	3.048238	2.089116	-2.299854
10	5000000	5500000	2.869959	2.123393	-2.324237
11	5500000	6000000	2.741843	2.084166	-2.407021
12	6000000	6500000	2.622862	2.243157	-2.422245
13	6500000	7000000	2.341861	2.368248	-2.493269
14	7000000	7500000	1.948670	2.647766	-2.437170
15	7500000	8000000	1.514879	2.846526	-2.453735
16	8000000	8500000	1.276909	3.064903	-2.409327
17	8500000	9000000	1.137344	3.203979	-2.376141
18	9000000	9500000	0.989534	3.455171	-2.290386
19	9500000	10000000	0.879021	3.516717	-2.366814
20	10000000	10500000	0.831023	3.606546	-2.352549
21	10500000	11000000	1.022194	3.489834	-2.473939
22	11000000	11500000	1.428698	3.300611	-2.573226
23	11500000	12000000	1.828294	2.970131	-2.654268
24	12000000	12500000	1.963770	2.659975	-2.767315
25	12500000	13000000	2.097636	2.409677	-2.815024
26	13000000	13500000	2.150012	2.180879	-2.818133
27	13500000	14000000	2.218501	2.003276	-2.839231
28	14000000	14500000	2.092376	2.088325	-2.817067
29	14500000	15000000	1.890805	2.296581	-2.705436
30	15000000	15500000	1.680656	2.549552	-2.699672
31	15500000	16000000	1.616425	2.703895	-2.784723
32	16000000	16500000	1.570222	2.709675	-2.896403
33	16500000	17000000	1.493683	2.727305	-2.936399
34	17000000	17500000	1.489318	2.747451	-3.026634
35	17500000	18000000	1.446043	2.585795	-3.069031
36	18000000	18500000	1.247671	2.447370	-3.188667
37	18500000	19000000	1.031333	2.267551	-3.275658
38	19000000	19500000	0.907714	2.427185	-3.190854
39	19500000	20000000	0.609635	2.740521	-3.087282
40	20000000	20500000	0.409439	2.946721	-3.126221
41	20500000	21000000	0.275667	3.003258	-3.164216
42	21000000	21500000	0.223187	3.122230	-3.168623
43	21500000	22000000	0.152435	3.243326	-3.154727
44	22000000	22500000	-0.084333	3.452799	-3.084060
45	22500000	23000000	-0.263756	3.309496	-3.129883
46	23000000	23500000	-0.375063	3.168524	-3.202988
47	23500000	24000000	-0.553005	3.109336	-3.178339
48	24000000	24500000	-0.711841	3.165115	-3.189569
49	24500000	25000000	-0.892518	3.101552	-3.181805
50	25000000	25500000	-1.082986	3.083567	-3.175102
51	25500000	26000000	-1.184662	2.994943	-3.237211
52	26000000	26500000	-1.389627	3.043037	-3.247867
53	26500000	27000000	-1.482604	2.967494	-3.258468
54	27000000	27500000	-1.465702	2.890702	-3.297462
55	27500000	28000000	-1.289885	2.736993	-3.336819
56	28000000	28500000	-0.975553	2.571829	-3.420903
57	28500000	29000000	-0.536389	2.286158	-3.526407
58	29000000	29500000	-0.288855	2.097525	-3.630345
59	29500000	30000000	-0.056729	1.948903	-3.648531
60	30000000	30500000	0.013388	1.875086	-3.716098
61	30500000	31000000	-0.098828	1.858394	-3.742669
62	31000000	31500000	-0.269860	1.854322	-3.736167
