# Chromosome: chr5, Resolution: 500000bp
# Generated: 2026-08-12 15:22:07
bin	start	end	x	y	z
0	0	500000	-4.180094	0.623525	0.024963
1	500000	1000000	-4.059504	0.259163	0.175094
2	1000000	1500000	-4.012831	-0.031756	0.259160
3	1500000	2000000	-3.896860	-0.318372	0.348226
4	2000000	2500000	-3.806656	-0.745683	0.369654
5	2500000	3000000	-3.718770	-1.180129	0.375914
6	3000000	3500000	-3.604601	-1.516106	0.484359
7	3500000	4000000	-3.566823	-1.653606	0.572555
8	4000000	4500000	-3.566429	-1.571764	0.661952
9	4500000	5000000	-3.559660	-1.434605	0.695579
10	5000000	5500000	-3.602477	-1.187321	0.676554
11	5500000	6000000	-3.600758	-1.174784	0.779205
12	6000000	6500000	-3.496361	-1.047059	0.896782
13	6500000	7000000	-3.340072	-1.027509	1.055699
14	7000000	7500000	-3.344081	-1.134426	0.949325
15	7500000	8000000	-3.383132	-1.179410	0.770738
16	8000000	8500000	-3.331688	-1.262100	0.840889
17	8500000	9000000	-3.350652	-1.264536	0.891997
18	9000000	9500000	-3.273131	-1.054524	0.909403
19	9500000	10000000	-3.282343	-1.084723	0.933482
20	10000000	10500000	-3.336481	-1.248732	0.785693
21	10500000	11000000	-3.259940	-1.436477	0.752610
22	11000000	11500000	-3.095986	-1.755034	0.774538
23	11500000	12000000	-2.985956	-1.874216	0.793550
24	12000000	12500000	-2.824190	-2.138524	0.841277
25	12500000	13000000	-2.846362	-2.087061	0.914527
26	13000000	13500000	-2.869684	-2.008372	0.962255
27	13500000	14000000	-2.824391	-1.944390	1.134675
28	14000000	14500000	-2.752082	-1.853110	1.324245
29	14500000	15000000	-2.791285	-1.758365	1.499141
30	15000000	15500000	-2.794843	-1.719157	1.548487
31	15500000	16000000	-2.754900	-1.576344	1.588169
32	16000000	16500000	-2.689738	-1.975613	1.532885
33	16500000	17000000	-2.587071	-2.257550	1.513941
34	17000000	17500000	-2.465394	-2.311681	1.523452
35	17500000	18000000	-2.370277	-2.352725	1.572996
36	18000000	18500000	-2.220056	-2.491805	1.512472
37	18500000	19000000	-2.084553	-2.724023	1.427213
38	19000000	19500000	-1.999591	-2.987086	1.387986
39	19500000	20000000	-1.865427	-3.125256	1.322827
40	20000000	20500000	-1.755758	-3.266849	1.210140
41	20500000	21000000	-1.611588	-3.413602	1.162094
42	21000000	21500000	-1.472886	-3.469322	1.197932
43	21500000	22000000	-1.315676	-3.424459	1.332774
44	22000000	22500000	-1.208130	-3.456486	1.460812
45	22500000	23000000	-1.135144	-3.421917	1.582883
46	23000000	23500000	-1.104940	-3.196515	1.853402
47	23500000	24000000	-1.086562	-2.952400	2.121309
48	24000000	24500000	-1.067773	-2.767242	2.301575
49	24500000	25000000	-1.072825	-2.775968	2.400386
50	25000000	25500000	-1.080697	-2.684514	2.513814
51	25500000	26000000	-1.051750	-2.584444	2.646523
52	26000000	26500000	-1.011208	-2.499586	2.746244
53	26500000	27000000	-0.976016	-2.386128	2.814279
54	27000000	27500000	-0.896762	-2.436281	2.921299
55	27500000	28000000	-0.998899	-2.456326	2.953681
56	28000000	28500000	-1.064656	-2.219161	2.982724
57	28500000	29000000	-1.168090	-2.119424	3.002162
58	29000000	29500000	-1.352740	-1.936086	2.996479
59	29500000	30000000	-1.557109	-1.748329	2.959800
60	30000000	30500000	-1.738817	-1.532682	2.862724
61	30500000	31000000	-1.968802	-1.077891	2.636541
62	31000000	31500000	-2.141685	-0.744125	2.571226
63	31500000	32000000	-2.331401	-0.547201	2.497744
64	32000000	32500000	-2.620672	-0.147570	2.311181
65	32500000	33000000	-2.861249	0.260821	2.123710
66	33000000	33500000	-2.975153	0.522269	2.011236
67	33500000	34000000	-3.049076	0.640670	1.934987
68	34000000	34500000	-3.055964	0.582315	1.994323
69	34500000	35000000	-3.042757	0.698019	1.942308
70	35000000	35500000	-3.012881	0.868958	1.960980
71	35500000	36000000	-2.935007	0.983191	1.985225
72	36000000	36500000	-2.719720	0.812318	2.098930
73	36500000	37000000	-2.566547	0.703613	2.236607
74	37000000	37500000	-2.488636	0.677006	2.402597
75	37500000	38000000	-2.457867	0.717047	2.519120
76	38000000	38500000	-2.294072	0.536639	2.668372
77	38500000	39000000	-2.145143	0.337986	2.714252
78	39000000	39500000	-2.038024	0.150669	2.947792
79	39500000	40000000	-1.939207	0.054703	3.111023
80	40000000	40500000	-1.905177	0.045050	3.159968
81	40500000	41000000	-1.725156	-0.078601	3.312161
82	41000000	41500000	-1.579469	-0.155592	3.374017
83	41500000	42000000	-1.727879	0.130877	3.247982
84	42000000	42500000	-1.671554	0.154598	3.383080
85	42500000	43000000	-1.425594	-0.054430	3.388948
86	43000000	43500000	-1.214072	-0.256335	3.354030
87	43500000	44000000	-0.908684	-0.701508	3.341685
88	44000000	44500000	-0.655678	-1.105752	3.201445
89	44500000	45000000	-0.301620	-1.671563	3.027732
90	45000000	45500000	0.322470	-2.509230	2.921695
91	45500000	46000000	0.728938	-3.129406	2.545391
92	46000000	46500000	1.037061	-3.649082	2.135356
93	46500000	47000000	1.213936	-4.049718	1.694231
94	47000000	47500000	1.090567	-4.316402	1.122850
95	47500000	48000000	0.838402	-4.520370	0.530817
96	48000000	48500000	0.070279	-3.613798	0.122266
97	48500000	49000000	-0.005451	-3.324089	0.418256
98	49000000	49500000	-0.206596	-2.675543	0.706826
99	49500000	50000000	-0.260251	-2.128149	1.117439
100	50000000	50500000	-0.225414	-1.585194	1.630398
101	50500000	51000000	-0.035714	-1.017690	2.281249
102	51000000	51500000	0.224688	-0.326578	2.847634
103	51500000	52000000	0.968663	-0.656871	3.428705
104	52000000	52500000	0.823884	-0.225825	3.375052
105	52500000	53000000	0.654270	0.086756	3.286073
106	53000000	53500000	0.435579	0.389645	3.139967
107	53500000	54000000	0.075866	0.923412	2.917875
108	54000000	54500000	-0.097716	1.511882	2.707230
109	54500000	55000000	-0.236582	1.849603	2.589740
110	55000000	55500000	-0.444470	2.161172	2.398818
111	55500000	56000000	-0.583933	2.351069	2.238047
112	56000000	56500000	-0.468343	2.211886	2.322125
113	56500000	57000000	-0.388097	2.152112	2.384729
114	57000000	57500000	-0.297723	2.022921	2.524770
115	57500000	58000000	-0.245265	1.805816	2.603166
116	58000000	58500000	-0.270106	1.720516	2.758540
117	58500000	59000000	-0.221517	1.726424	2.825819
118	59000000	59500000	-0.138405	1.694463	2.872477
119	59500000	60000000	-0.123532	1.765958	2.717839
120	60000000	60500000	-0.130365	1.838281	2.673694
121	60500000	61000000	-0.021220	1.839486	2.517421
122	61000000	61500000	0.033720	1.816662	2.552612
123	61500000	62000000	0.231592	1.680323	2.606220
124	62000000	62500000	0.401760	1.541363	2.786370
125	62500000	63000000	0.568861	1.482639	2.925382
126	63000000	63500000	0.719439	1.560428	3.038759
127	63500000	64000000	0.781977	1.746430	2.982633
128	64000000	64500000	0.791540	1.922041	2.922348
129	64500000	65000000	0.579016	2.159085	2.746773
130	65000000	65500000	0.315195	2.386004	2.459385
131	65500000	66000000	-0.071401	2.625544	2.117863
132	66000000	66500000	-0.201405	2.823649	1.862206
133	66500000	67000000	-0.490502	2.948023	1.674442
134	67000000	67500000	-0.693659	3.015119	1.541246
135	67500000	68000000	-1.069529	3.094407	1.323692
136	68000000	68500000	-1.455954	3.088758	0.992742
137	68500000	69000000	-1.288811	2.021992	0.734958
138	69000000	69500000	-0.968987	0.885910	0.495192
139	69500000	70000000	-0.868958	-0.200536	0.254097
140	70000000	70500000	-0.751981	-0.181871	0.187213
141	70500000	71000000	-0.739000	-0.177217	0.079135
142	71000000	71500000	-0.508477	-0.314945	0.098656
143	71500000	72000000	-0.106619	-0.352919	0.259270
144	72000000	72500000	-0.187016	0.798350	0.355159
145	72500000	73000000	-0.363882	1.991394	0.481709
146	73000000	73500000	-0.608187	3.210299	0.487924
147	73500000	74000000	-0.832355	3.296174	0.366929
148	74000000	74500000	-0.951575	3.350610	0.332963
149	74500000	75000000	-1.089141	3.506931	0.243801
150	75000000	75500000	-1.100685	3.595064	0.176154
151	75500000	76000000	-1.155208	3.605709	0.174900
152	76000000	76500000	-1.078845	3.625964	0.072728
153	76500000	77000000	-0.930132	3.659377	0.086819
154	77000000	77500000	-0.710944	3.673161	0.057782
155	77500000	78000000	-0.451018	3.692289	0.089307
156	78000000	78500000	-0.187480	3.607067	0.181173
157	78500000	79000000	0.014940	3.622662	0.174050
158	79000000	79500000	0.225236	3.661191	0.194667
159	79500000	80000000	0.379841	3.609746	0.280908
160	80000000	80500000	0.498599	3.493838	0.391838
161	80500000	81000000	0.818883	3.300552	0.678637
162	81000000	81500000	1.056241	3.026603	0.911221
163	81500000	82000000	1.265180	2.879944	1.059949
164	82000000	82500000	1.594589	2.607601	1.406805
165	82500000	83000000	1.861307	2.293762	1.679527
166	83000000	83500000	2.111193	1.974222	1.945359
167	83500000	84000000	2.295174	1.609338	2.134141
168	84000000	84500000	2.338465	1.223070	2.154768
169	84500000	85000000	2.472702	0.869738	2.260834
170	85000000	85500000	2.620131	0.590825	2.429808
171	85500000	86000000	2.638245	0.612785	2.324883
172	86000000	86500000	2.725023	0.472673	2.387758
173	86500000	87000000	2.749415	0.393958	2.484925
174	87000000	87500000	2.828460	0.674037	2.425409
175	87500000	88000000	2.772340	1.110531	2.248610
176	88000000	88500000	2.676423	1.634941	2.000818
177	88500000	89000000	2.712011	1.973379	1.776473
178	89000000	89500000	2.767724	1.915955	1.772577
179	89500000	90000000	2.754711	2.051470	1.581007
180	90000000	90500000	2.768098	2.026828	1.425548
181	90500000	91000000	2.867008	1.627520	1.454626
182	91000000	91500000	3.020847	1.129719	1.643397
183	91500000	92000000	3.137449	0.648410	1.758228
184	92000000	92500000	3.132016	0.409108	1.804717
185	92500000	93000000	3.073800	0.317983	1.746806
186	93000000	93500000	2.890380	0.369343	1.644635
187	93500000	94000000	2.807311	0.686810	1.427485
188	94000000	94500000	2.614233	1.163568	1.131997
189	94500000	95000000	2.517299	1.665664	0.806343
190	95000000	95500000	2.363211	2.024897	0.554212
191	95500000	96000000	2.349847	2.217411	0.384462
192	96000000	96500000	2.326107	1.984335	0.430541
193	96500000	97000000	2.423784	1.578826	0.592740
194	97000000	97500000	2.469017	0.901878	0.780397
195	97500000	98000000	2.558418	0.234953	1.049465
196	98000000	98500000	2.646772	-0.382847	1.280866
197	98500000	99000000	2.836321	-0.808791	1.437323
198	99000000	99500000	2.768449	-0.987450	1.433637
199	99500000	100000000	2.844564	-1.115469	1.390886
200	100000000	100500000	2.942405	-1.133250	1.264404
201	100500000	101000000	2.936733	-0.903477	1.117411
202	101000000	101500000	2.903001	-0.612283	0.932216
203	101500000	102000000	2.849846	-0.366718	0.741421
204	102000000	102500000	2.878701	-0.363210	0.636115
205	102500000	103000000	3.028871	-0.628872	0.702092
206	103000000	103500000	3.055174	-0.579102	0.549704
207	103500000	104000000	3.103076	-0.701694	0.489513
208	104000000	104500000	3.191766	-0.952523	0.486511
209	104500000	105000000	3.321153	-1.277112	0.558546
210	105000000	105500000	3.407588	-1.489714	0.562145
211	105500000	106000000	3.340589	-1.233687	0.449179
212	106000000	106500000	3.292341	-0.940709	0.297525
213	106500000	107000000	3.326968	-0.512149	0.198652
214	107000000	107500000	3.266416	0.094130	0.017764
215	107500000	108000000	3.189148	0.708277	-0.176870
216	108000000	108500000	3.142479	1.067408	-0.320754
217	108500000	109000000	3.147102	1.200978	-0.334783
218	109000000	109500000	3.215134	1.139389	-0.345329
219	109500000	110000000	3.090199	1.210992	-0.450255
220	110000000	110500000	2.932164	1.265352	-0.542003
221	110500000	111000000	2.764893	1.180238	-0.587012
222	111000000	111500000	2.610602	1.149237	-0.610126
223	111500000	112000000	2.623258	1.200517	-0.778883
224	112000000	112500000	2.606799	1.192364	-0.890440
225	112500000	113000000	2.658670	1.063222	-1.011656
226	113000000	113500000	2.780793	0.727513	-0.941459
227	113500000	114000000	2.929105	0.524762	-0.968191
228	114000000	114500000	3.052857	0.456072	-1.007173
229	114500000	115000000	3.063057	0.308372	-0.995040
230	115000000	115500000	2.945943	0.260821	-0.959424
231	115500000	116000000	3.007532	0.190127	-0.946500
232	116000000	116500000	2.880639	-0.134190	-0.844522
233	116500000	117000000	2.818631	-0.228163	-0.858430
234	117000000	117500000	2.765068	-0.440859	-0.797422
235	117500000	118000000	2.786348	-0.429698	-0.897069
236	118000000	118500000	2.888365	-0.644043	-0.936704
237	118500000	119000000	2.977429	-1.110870	-0.901092
238	119000000	119500000	2.862655	-1.232017	-0.957165
239	119500000	120000000	2.869706	-1.100378	-1.053263
240	120000000	120500000	2.954395	-1.185517	-1.156874
241	120500000	121000000	2.971522	-1.237211	-1.257846
242	121000000	121500000	2.869192	-1.390678	-1.237473
243	121500000	122000000	2.948224	-1.357904	-1.333151
244	122000000	122500000	2.965330	-1.040348	-1.528120
245	122500000	123000000	2.980103	-0.929231	-1.745918
246	123000000	123500000	2.942209	-0.617491	-1.962319
247	123500000	124000000	2.889353	-0.332778	-2.133550
248	124000000	124500000	2.849862	-0.359390	-2.224006
249	124500000	125000000	2.831087	-0.431641	-2.162126
250	125000000	125500000	2.710699	-0.218363	-2.232379
251	125500000	126000000	2.603963	-0.170228	-2.259637
252	126000000	126500000	2.536243	-0.054944	-2.168457
253	126500000	127000000	2.524701	-0.258272	-2.124779
254	127000000	127500000	2.443288	-0.532658	-1.990287
255	127500000	128000000	2.344058	-0.600500	-1.909157
256	128000000	128500000	2.362795	-0.855337	-1.924719
257	128500000	129000000	2.351875	-1.379546	-1.807812
258	129000000	129500000	2.316839	-1.728537	-1.709933
259	129500000	130000000	2.269357	-1.499000	-1.800743
260	130000000	130500000	2.112215	-1.099168	-1.796191
261	130500000	131000000	1.951570	-0.532586	-1.887822
262	131000000	131500000	1.766276	0.142446	-1.999026
263	131500000	132000000	1.532853	0.861887	-2.129605
264	132000000	132500000	1.288890	1.594969	-2.246135
265	132500000	133000000	1.014247	2.420514	-2.357332
266	133000000	133500000	0.712057	2.654155	-2.321908
267	133500000	134000000	0.512176	2.693822	-2.359541
268	134000000	134500000	0.349352	2.728578	-2.405149
269	134500000	135000000	0.177582	2.486935	-2.333725
270	135000000	135500000	-0.009092	2.150998	-2.283816
271	135500000	136000000	-0.083338	1.995265	-2.293773
272	136000000	136500000	-0.175925	1.914454	-2.344503
273	136500000	137000000	-0.327815	1.876726	-2.374416
274	137000000	137500000	-0.424056	1.944551	-2.300127
275	137500000	138000000	-0.554410	2.057330	-2.231541
276	138000000	138500000	-0.646371	2.368931	-2.306270
277	138500000	139000000	-0.600775	2.640691	-2.398329
278	139000000	139500000	-0.895028	2.251988	-2.496479
279	139500000	140000000	-1.108936	1.598830	-2.494240
280	140000000	140500000	-0.949690	1.344024	-2.567995
281	140500000	141000000	-0.796986	1.178753	-2.706951
282	141000000	141500000	-0.540154	0.923728	-2.864687
283	141500000	142000000	-0.295237	0.681186	-2.986082
284	142000000	142500000	-0.092340	0.490905	-2.968887
285	142500000	143000000	0.421210	0.649637	-2.948572
286	143000000	143500000	0.826742	0.689312	-2.880300
287	143500000	144000000	1.006693	0.281349	-2.861627
288	144000000	144500000	1.123952	-0.081190	-2.923003
289	144500000	145000000	1.074305	-0.254773	-2.808801
290	145000000	145500000	1.048738	-0.671790	-2.806942
291	145500000	146000000	1.058344	-0.968383	-2.843728
292	146000000	146500000	1.001743	-1.214145	-2.857816
293	146500000	147000000	0.921346	-1.203893	-2.890242
294	147000000	147500000	0.866239	-1.073626	-2.991950
295	147500000	148000000	0.728606	-0.926106	-3.000935
296	148000000	148500000	0.690300	-0.774681	-3.152979
297	148500000	149000000	0.569250	-0.353547	-3.190513
298	149000000	149500000	0.335600	-0.019415	-3.246548
299	149500000	150000000	0.150818	0.422495	-3.304755
300	150000000	150500000	0.096079	0.751874	-3.466286
301	150500000	151000000	0.006422	0.720843	-3.364871
302	151000000	151500000	-0.249553	0.316425	-3.223908
303	151500000	152000000	-0.318516	-0.088406	-3.121274
304	152000000	152500000	-0.283760	-0.474660	-3.017944
305	152500000	153000000	-0.150352	-0.635904	-2.933946
306	153000000	153500000	-0.093431	-0.846494	-2.978494
307	153500000	154000000	-0.133510	-1.165611	-2.966934
308	154000000	154500000	-0.144549	-1.247048	-3.054543
309	154500000	155000000	-0.012039	-1.066234	-3.204889
310	155000000	155500000	0.068756	-0.940860	-3.287532
311	155500000	156000000	0.090701	-0.744053	-3.410158
312	156000000	156500000	0.056605	-0.654495	-3.470580
