# Chromosome: chr19, Resolution: 500000bp
# Generated: 2026-08-26 10:20:07
bin	start	end	x	y	z
0	0	500000	-0.205269	2.685841	-2.165675
1	500000	1000000	-0.308154	2.804545	-2.010595
2	1000000	1500000	-0.314585	2.776371	-1.852963
3	1500000	2000000	-0.228688	2.780357	-1.706590
4	2000000	2500000	-0.061384	2.952203	-1.421208
5	2500000	3000000	0.007812	2.970070	-1.187142
6	3000000	3500000	0.088785	2.975737	-0.845594
7	3500000	4000000	0.137951	2.952118	-0.509492
8	4000000	4500000	0.240506	2.940609	-0.261669
9	4500000	5000000	0.247987	3.031225	-0.031302
10	5000000	5500000	0.197936	2.953090	0.081122
11	5500000	6000000	0.061154	2.851167	0.256505
12	6000000	6500000	0.005177	2.798834	0.349791
13	6500000	7000000	-0.156361	2.528158	0.350761
14	7000000	7500000	-0.359564	2.086868	0.265688
15	7500000	8000000	-0.636677	1.596663	0.212719
16	8000000	8500000	-0.804421	1.197176	0.110830
17	8500000	9000000	-0.949251	1.109491	0.105671
18	9000000	9500000	-1.041549	1.104223	0.110286
19	9500000	10000000	-1.231061	1.042356	0.089966
20	10000000	10500000	-1.485509	1.074536	0.035161
21	10500000	11000000	-1.628644	1.240407	0.092358
22	11000000	11500000	-1.582287	1.531247	0.225991
23	11500000	12000000	-1.524021	1.651966	0.494641
24	12000000	12500000	-1.539633	1.653212	0.781121
25	12500000	13000000	-1.482643	1.599949	1.079270
26	13000000	13500000	-1.372516	1.445785	1.352117
27	13500000	14000000	-1.088611	1.435526	1.760232
28	14000000	14500000	-0.775470	1.430728	2.014365
29	14500000	15000000	-0.526592	1.433223	2.205710
30	15000000	15500000	-0.385280	1.531716	2.274067
31	15500000	16000000	-0.096445	1.574949	2.265417
32	16000000	16500000	0.025038	1.576638	2.154169
33	16500000	17000000	0.153415	1.713497	2.112293
34	17000000	17500000	0.189796	1.637784	2.132222
35	17500000	18000000	0.191756	1.541035	2.088552
36	18000000	18500000	-0.086861	1.144249	1.960144
37	18500000	19000000	-0.437493	0.634181	1.876877
38	19000000	19500000	-0.967630	0.135654	1.935601
39	19500000	20000000	-1.317091	-0.344089	1.774839
40	20000000	20500000	-1.814839	-0.916430	1.550788
41	20500000	21000000	-2.206593	-1.312428	1.160707
42	21000000	21500000	-2.465061	-1.656696	0.950283
43	21500000	22000000	-2.453750	-1.776062	0.851689
44	22000000	22500000	-2.449251	-1.860866	0.711535
45	22500000	23000000	-2.395378	-1.895961	0.445268
46	23000000	23500000	-2.719630	-1.605631	0.512132
47	23500000	24000000	-2.955065	-1.149932	0.417999
48	24000000	24500000	-3.131231	-0.690983	0.111346
49	24500000	25000000	-3.333795	-0.250976	-0.380011
50	25000000	25500000	-3.528129	0.040955	-0.972182
51	25500000	26000000	-3.541776	0.037923	-1.388282
52	26000000	26500000	-3.389704	-0.151857	-1.514001
53	26500000	27000000	-2.854205	-0.685382	-1.655114
54	27000000	27500000	-2.305087	-1.283383	-1.582575
55	27500000	28000000	-1.772055	-1.832334	-1.200970
56	28000000	28500000	-1.243537	-2.265763	-0.604795
57	28500000	29000000	-0.824819	-2.655321	0.138209
58	29000000	29500000	-0.507704	-2.762082	0.619455
59	29500000	30000000	-0.385067	-2.734085	0.810242
60	30000000	30500000	-0.288250	-2.755543	0.896536
61	30500000	31000000	-0.180231	-2.661412	1.067757
62	31000000	31500000	-0.070114	-2.528269	1.204166
63	31500000	32000000	0.023350	-2.466103	1.313369
64	32000000	32500000	0.212953	-2.409259	1.324165
65	32500000	33000000	0.420477	-2.237364	1.603066
66	33000000	33500000	0.566172	-2.052402	1.602814
67	33500000	34000000	0.704143	-1.661816	1.669671
68	34000000	34500000	0.957062	-1.461938	1.712432
69	34500000	35000000	0.961769	-1.480665	1.474671
70	35000000	35500000	0.853933	-1.560247	1.089061
71	35500000	36000000	0.792599	-1.683119	0.685999
72	36000000	36500000	0.810762	-1.748229	0.232234
73	36500000	37000000	1.051392	-1.696487	0.217896
74	37000000	37500000	1.345906	-1.685146	0.154845
75	37500000	38000000	1.386543	-1.508923	0.089465
76	38000000	38500000	1.678966	-1.225889	0.201937
77	38500000	39000000	1.963686	-0.871742	0.460297
78	39000000	39500000	2.212322	-0.465542	0.820111
79	39500000	40000000	2.427536	-0.184024	1.041991
80	40000000	40500000	2.495654	0.043825	1.149818
81	40500000	41000000	2.526868	0.069483	0.991007
82	41000000	41500000	2.638190	-0.216512	0.805858
83	41500000	42000000	2.599044	-0.516782	0.686014
84	42000000	42500000	2.428728	-0.651285	0.536884
85	42500000	43000000	2.263075	-0.817661	0.192819
86	43000000	43500000	2.139130	-0.831585	-0.076262
87	43500000	44000000	2.063705	-0.755278	-0.244073
88	44000000	44500000	1.930487	-0.564909	-0.163766
89	44500000	45000000	1.844816	-0.241212	-0.156002
90	45000000	45500000	1.902437	0.277499	-0.149005
91	45500000	46000000	2.183751	0.561830	-0.256616
