# Chromosome: chr3, Resolution: 500000bp
# Generated: 2026-08-26 10:11:37
bin	start	end	x	y	z
0	0	500000	-3.666831	-1.976911	-0.912315
1	500000	1000000	-3.712319	-2.033809	-0.810611
2	1000000	1500000	-3.669810	-2.112367	-0.723970
3	1500000	2000000	-3.639706	-2.184089	-0.617161
4	2000000	2500000	-3.745132	-2.290655	-0.690958
5	2500000	3000000	-3.579317	-2.327808	-0.344845
6	3000000	3500000	-3.414689	-2.386174	-0.030847
7	3500000	4000000	-3.303208	-2.547149	0.289390
8	4000000	4500000	-3.258771	-2.714777	0.380056
9	4500000	5000000	-3.236353	-2.850790	0.530685
10	5000000	5500000	-3.233426	-2.894363	0.608080
11	5500000	6000000	-3.302835	-2.990727	0.713302
12	6000000	6500000	-3.453965	-2.991990	0.592990
13	6500000	7000000	-3.593364	-2.952914	0.548278
14	7000000	7500000	-3.479476	-2.791372	0.664257
15	7500000	8000000	-3.284073	-2.710279	0.991224
16	8000000	8500000	-2.951236	-2.605291	1.357387
17	8500000	9000000	-2.619178	-2.506763	1.787421
18	9000000	9500000	-2.347179	-2.376446	2.271517
19	9500000	10000000	-2.107812	-2.383142	2.791634
20	10000000	10500000	-1.831821	-2.324580	3.136667
21	10500000	11000000	-1.787542	-2.340779	3.373798
22	11000000	11500000	-1.700670	-2.264652	3.503225
23	11500000	12000000	-1.731334	-2.243704	3.574654
24	12000000	12500000	-1.894405	-2.144386	3.604805
25	12500000	13000000	-1.803868	-2.159885	3.620222
26	13000000	13500000	-1.599531	-2.086302	3.650230
27	13500000	14000000	-1.572258	-2.277173	3.660819
28	14000000	14500000	-1.631904	-2.531187	3.527239
29	14500000	15000000	-1.630523	-2.439016	3.343728
30	15000000	15500000	-1.894655	-2.445382	3.108197
31	15500000	16000000	-2.014326	-2.492521	2.838788
32	16000000	16500000	-2.270273	-2.431923	2.551605
33	16500000	17000000	-2.693906	-2.412594	2.118921
34	17000000	17500000	-3.044605	-2.080150	1.579023
35	17500000	18000000	-3.367895	-1.784966	0.963410
36	18000000	18500000	-3.797158	-1.811457	0.713565
37	18500000	19000000	-3.981118	-1.661369	0.493677
38	19000000	19500000	-4.181724	-1.585393	0.088724
39	19500000	20000000	-4.353928	-1.521047	-0.293128
40	20000000	20500000	-4.470029	-1.344626	-0.583146
41	20500000	21000000	-4.537268	-1.257390	-0.687969
42	21000000	21500000	-4.548079	-1.063051	-0.625377
