# Chromosome: chr1, Resolution: 500000bp
# Generated: 2026-09-14 16:34:12
bin	start	end	x	y	z
0	0	500000	-1.963731	0.504141	5.037305
1	500000	1000000	-2.203983	0.780919	4.816910
2	1000000	1500000	-2.225446	1.249478	4.784556
3	1500000	2000000	-2.314161	1.480812	4.610988
4	2000000	2500000	-3.073364	1.576387	4.041631
5	2500000	3000000	-2.919593	1.990362	3.645278
6	3000000	3500000	-2.642763	2.441726	3.475246
7	3500000	4000000	-2.433357	2.830305	3.290209
8	4000000	4500000	-2.308145	2.942566	3.035856
9	4500000	5000000	-2.394303	2.600213	2.750533
10	5000000	5500000	-2.403443	2.325021	2.609992
11	5500000	6000000	-2.391935	2.296225	2.611231
12	6000000	6500000	-2.508986	2.038641	2.591883
13	6500000	7000000	-2.688491	1.671018	2.548888
14	7000000	7500000	-2.952399	1.139077	2.548617
15	7500000	8000000	-3.205214	0.668766	2.623447
16	8000000	8500000	-3.369131	0.397255	2.661188
17	8500000	9000000	-3.493181	0.244680	2.664595
18	9000000	9500000	-3.642124	0.014252	2.698159
19	9500000	10000000	-3.743809	-0.145751	2.744390
20	10000000	10500000	-3.808807	-0.190342	2.783466
21	10500000	11000000	-3.718186	0.035914	2.740540
22	11000000	11500000	-3.569723	0.502190	2.680937
23	11500000	12000000	-3.401501	1.168614	2.715435
24	12000000	12500000	-3.251993	1.495645	2.596640
25	12500000	13000000	-3.056486	1.777198	2.507442
26	13000000	13500000	-2.923810	2.061463	2.356054
27	13500000	14000000	-2.826415	2.238982	2.276206
28	14000000	14500000	-2.915349	2.110004	2.283182
29	14500000	15000000	-3.035396	1.770944	2.328004
30	15000000	15500000	-3.219081	1.467082	2.330079
31	15500000	16000000	-3.363411	1.342552	2.351331
32	16000000	16500000	-3.529037	1.301166	2.345713
33	16500000	17000000	-3.643243	1.320130	2.363499
34	17000000	17500000	-3.739078	1.390224	2.336308
35	17500000	18000000	-3.763901	1.581909	2.275645
36	18000000	18500000	-3.786503	1.710279	2.159591
37	18500000	19000000	-3.753691	1.650014	2.010755
38	19000000	19500000	-3.814647	1.514817	2.012977
39	19500000	20000000	-3.954312	1.134797	1.983915
40	20000000	20500000	-4.130435	0.843181	2.013505
41	20500000	21000000	-4.241380	0.713801	2.025336
42	21000000	21500000	-4.296610	0.685572	2.093096
43	21500000	22000000	-4.376220	0.547036	2.086799
44	22000000	22500000	-4.451461	0.254447	2.025478
45	22500000	23000000	-4.478467	0.258753	1.961442
46	23000000	23500000	-4.516008	0.263863	1.839335
47	23500000	24000000	-4.562529	0.124242	1.660642
48	24000000	24500000	-4.600361	-0.045971	1.537088
49	24500000	25000000	-4.639444	-0.238938	1.426282
50	25000000	25500000	-4.675628	-0.375716	1.356532
51	25500000	26000000	-4.727533	-0.343107	1.300970
52	26000000	26500000	-4.816645	-0.482879	1.250303
53	26500000	27000000	-4.864227	-0.515011	1.305739
54	27000000	27500000	-4.809415	-0.425688	1.318822
55	27500000	28000000	-4.706113	-0.114759	1.308393
56	28000000	28500000	-4.559870	0.282135	1.265211
57	28500000	29000000	-4.434593	0.759643	1.293318
58	29000000	29500000	-4.372398	1.051979	1.276891
59	29500000	30000000	-4.291358	1.254745	1.227928
60	30000000	30500000	-4.256963	1.405966	1.136682
61	30500000	31000000	-4.285610	1.416479	1.095173
62	31000000	31500000	-4.373921	1.158999	0.975417
63	31500000	32000000	-4.407283	0.991423	0.917725
64	32000000	32500000	-4.300729	0.956530	0.806105
65	32500000	33000000	-4.143892	1.122079	0.746384
66	33000000	33500000	-4.024850	1.325532	0.721808
67	33500000	34000000	-3.951666	1.290573	0.641787
68	34000000	34500000	-3.871194	1.341585	0.591120
69	34500000	35000000	-3.871762	1.391336	0.567920
70	35000000	35500000	-3.858887	1.527085	0.520052
71	35500000	36000000	-3.920454	1.487233	0.545464
72	36000000	36500000	-4.120175	1.235802	0.482576
73	36500000	37000000	-4.228321	1.151793	0.403328
74	37000000	37500000	-4.251408	1.380915	0.410445
75	37500000	38000000	-4.326847	1.307311	0.311946
76	38000000	38500000	-4.358864	1.209142	0.199540
77	38500000	39000000	-4.517075	0.854910	0.060177
78	39000000	39500000	-4.638117	0.695673	-0.123582
79	39500000	40000000	-4.511561	0.727406	-0.244890
80	40000000	40500000	-4.435206	0.536415	-0.331718
81	40500000	41000000	-4.382972	0.412681	-0.467330
82	41000000	41500000	-4.293369	0.571314	-0.492862
83	41500000	42000000	-4.262225	0.718198	-0.492697
84	42000000	42500000	-4.175155	0.873555	-0.454494
85	42500000	43000000	-4.040896	0.921756	-0.427959
86	43000000	43500000	-4.065428	0.816823	-0.389051
87	43500000	44000000	-4.091129	0.868164	-0.419813
88	44000000	44500000	-4.063414	0.766571	-0.427612
89	44500000	45000000	-3.873130	0.701418	-0.360273
90	45000000	45500000	-3.528765	0.823062	-0.326075
91	45500000	46000000	-3.205590	0.990539	-0.330563
92	46000000	46500000	-2.905089	1.179600	-0.312440
93	46500000	47000000	-2.507044	1.593353	-0.329020
94	47000000	47500000	-2.046682	1.965297	-0.274447
95	47500000	48000000	-1.535403	2.500672	-0.254189
96	48000000	48500000	-1.219412	3.018754	-0.334145
97	48500000	49000000	-0.954937	3.175612	-0.363740
