# Chromosome: chr22, Resolution: 500000bp
# Generated: 2026-08-26 10:20:57
bin	start	end	x	y	z
0	0	500000	-1.664826	3.358514	-2.931437
1	500000	1000000	-1.206420	3.477286	-2.887141
2	1000000	1500000	-0.749731	3.537542	-2.825034
3	1500000	2000000	-0.309111	3.527035	-2.769177
4	2000000	2500000	0.512338	3.540023	-2.708793
5	2500000	3000000	1.324340	3.391954	-2.656689
6	3000000	3500000	2.069250	3.064769	-2.586428
7	3500000	4000000	2.736332	2.568891	-2.481328
8	4000000	4500000	3.287388	1.883226	-2.350435
9	4500000	5000000	3.656228	1.068676	-2.264799
10	5000000	5500000	3.836323	0.302624	-2.288589
11	5500000	6000000	3.839808	-0.249069	-2.428518
12	6000000	6500000	3.676916	-0.612208	-2.633718
13	6500000	7000000	3.314750	-0.862699	-2.914995
14	7000000	7500000	2.734956	-1.012197	-3.268513
15	7500000	8000000	1.988637	-1.030245	-3.659086
16	8000000	8500000	1.197620	-1.003588	-3.988633
17	8500000	9000000	0.472330	-1.104015	-4.158640
18	9000000	9500000	-0.078430	-1.442285	-4.135785
19	9500000	10000000	-0.412430	-1.937766	-3.975387
20	10000000	10500000	-0.432269	-2.440417	-3.702148
21	10500000	11000000	-0.203233	-2.865714	-3.421753
22	11000000	11500000	0.133718	-3.125292	-3.247424
23	11500000	12000000	0.464905	-2.704950	-3.263188
24	12000000	12500000	0.678066	-2.100125	-3.345048
25	12500000	13000000	0.618486	-1.419605	-3.479540
26	13000000	13500000	0.265586	-0.746190	-3.631046
27	13500000	14000000	-0.399366	-0.191624	-3.760953
28	14000000	14500000	-1.207421	0.203012	-3.803206
29	14500000	15000000	-1.964028	0.375333	-3.634562
30	15000000	15500000	-2.575667	-0.026272	-3.114716
31	15500000	16000000	-2.917353	-0.322085	-2.452414
32	16000000	16500000	-2.942983	-0.430488	-1.757115
33	16500000	17000000	-3.053002	-0.333745	-1.228711
34	17000000	17500000	-3.071251	0.020116	-0.851715
35	17500000	18000000	-2.765955	0.352614	-0.276163
36	18000000	18500000	-2.467950	0.842536	0.159546
37	18500000	19000000	-2.135785	1.399951	0.412146
38	19000000	19500000	-1.840895	1.744173	0.569752
39	19500000	20000000	-1.719433	2.175040	0.550856
40	20000000	20500000	-1.222627	2.323157	0.820021
41	20500000	21000000	-0.693779	2.441742	1.111063
42	21000000	21500000	-0.362856	2.759252	1.116112
43	21500000	22000000	-0.169012	2.916606	1.197357
44	22000000	22500000	-0.132051	3.021834	1.291135
45	22500000	23000000	-0.212305	3.022653	1.380415
46	23000000	23500000	-0.383305	2.606145	1.514396
47	23500000	24000000	-0.689462	2.291353	1.490902
48	24000000	24500000	-0.996846	1.885629	1.564037
49	24500000	25000000	-1.393250	1.341048	1.678776
50	25000000	25500000	-1.587379	0.884581	1.697892
51	25500000	26000000	-1.785273	0.313826	1.636189
52	26000000	26500000	-2.046740	-0.102816	1.512523
53	26500000	27000000	-2.200709	-0.266842	1.559919
54	27000000	27500000	-2.276389	-0.254298	1.684455
55	27500000	28000000	-2.179698	-0.288018	1.861999
56	28000000	28500000	-1.978520	-0.154646	1.946263
57	28500000	29000000	-1.825047	0.018244	2.079256
58	29000000	29500000	-1.553220	0.177026	2.320718
59	29500000	30000000	-1.205426	0.397317	2.591658
60	30000000	30500000	-0.872317	0.447709	2.733001
61	30500000	31000000	-0.684938	0.238657	2.746078
62	31000000	31500000	-0.712804	-0.015236	2.622645
63	31500000	32000000	-0.852331	-0.392533	2.523665
64	32000000	32500000	-0.996862	-0.806452	2.370122
65	32500000	33000000	-1.212332	-1.151912	2.102558
66	33000000	33500000	-1.460715	-1.494416	1.824219
67	33500000	34000000	-1.453534	-1.638239	1.673124
68	34000000	34500000	-1.271012	-1.650657	1.345731
69	34500000	35000000	-0.996738	-1.384172	1.310964
70	35000000	35500000	-0.617082	-1.070131	1.437552
71	35500000	36000000	-0.191364	-0.691215	1.579810
72	36000000	36500000	0.316250	-0.224000	1.751558
73	36500000	37000000	0.904077	0.216502	1.893168
74	37000000	37500000	1.435383	0.504929	1.930808
75	37500000	38000000	1.752982	0.797001	2.172788
76	38000000	38500000	2.060160	0.997737	2.103723
77	38500000	39000000	2.341149	1.105028	1.914016
78	39000000	39500000	2.530736	1.162421	1.743706
79	39500000	40000000	2.654980	1.076192	1.630198
80	40000000	40500000	2.735669	0.895368	1.573509
81	40500000	41000000	2.719961	0.725762	1.563348
82	41000000	41500000	2.609711	0.607477	1.551482
83	41500000	42000000	2.443812	0.283030	1.649891
84	42000000	42500000	2.123442	-0.023800	1.738322
85	42500000	43000000	1.865634	-0.362998	1.850403
86	43000000	43500000	1.557771	-0.629004	1.934890
87	43500000	44000000	1.329322	-0.931368	2.011137
88	44000000	44500000	1.028971	-1.205297	2.038853
89	44500000	45000000	0.934632	-1.523224	2.005796
90	45000000	45500000	0.755969	-1.666011	1.898935
91	45500000	46000000	0.562794	-1.903623	1.768797
92	46000000	46500000	0.264907	-2.156992	1.552915
93	46500000	47000000	0.008011	-2.401871	1.339614
94	47000000	47500000	-0.367220	-2.562038	1.087314
95	47500000	48000000	-0.629313	-2.659094	0.923718
96	48000000	48500000	-0.754792	-2.661057	0.892401
97	48500000	49000000	-0.557956	-2.810180	0.842440
98	49000000	49500000	-0.166697	-2.826352	0.802568
99	49500000	50000000	-0.008924	-2.792450	0.843201
100	50000000	50500000	0.253662	-2.727321	0.887304
101	50500000	51000000	0.706961	-2.605418	0.997804
