# Chromosome: chr20, Resolution: 500000bp
# Generated: 2026-08-12 15:28:41
bin	start	end	x	y	z
0	0	500000	0.021571	2.985078	0.374697
1	500000	1000000	-0.035692	2.858066	0.555750
2	1000000	1500000	-0.032838	2.849360	0.648335
3	1500000	2000000	0.011504	2.905777	0.681597
4	2000000	2500000	0.009413	2.883756	0.790154
5	2500000	3000000	-0.176024	2.849241	0.836440
6	3000000	3500000	-0.196033	2.758822	0.686944
7	3500000	4000000	-0.247143	2.641628	0.473405
8	4000000	4500000	-0.275184	2.705900	0.133148
9	4500000	5000000	-0.472951	2.639190	-0.208367
10	5000000	5500000	-0.785895	2.545119	-0.641790
11	5500000	6000000	-1.012214	2.410864	-1.057010
12	6000000	6500000	-1.094690	2.455238	-1.393952
13	6500000	7000000	-1.313802	2.406991	-1.662954
14	7000000	7500000	-1.490456	2.312075	-1.857232
15	7500000	8000000	-1.623722	2.121371	-2.046188
16	8000000	8500000	-1.622420	1.972904	-2.247582
17	8500000	9000000	-1.583815	1.735913	-2.212355
18	9000000	9500000	-1.597919	1.503946	-2.174738
19	9500000	10000000	-1.555296	1.247901	-2.130170
20	10000000	10500000	-1.493696	1.031525	-2.266618
21	10500000	11000000	-1.434346	0.831769	-2.508075
22	11000000	11500000	-1.571554	0.671631	-2.603128
23	11500000	12000000	-1.681121	0.550261	-2.430217
24	12000000	12500000	-1.799533	0.508368	-2.372448
25	12500000	13000000	-2.103760	0.547440	-2.295787
26	13000000	13500000	-2.320165	0.588871	-2.154019
27	13500000	14000000	-2.522835	0.772372	-1.794233
28	14000000	14500000	-2.725524	0.888417	-1.347739
29	14500000	15000000	-2.731661	1.009061	-0.990052
30	15000000	15500000	-2.804331	1.026178	-0.867185
31	15500000	16000000	-2.891894	1.007165	-0.732468
32	16000000	16500000	-2.718136	1.145113	-0.343984
33	16500000	17000000	-2.674018	1.164441	-0.107084
34	17000000	17500000	-2.581397	1.126891	0.112271
35	17500000	18000000	-2.535663	1.158327	0.315243
36	18000000	18500000	-2.529265	1.089868	0.501990
37	18500000	19000000	-2.522490	1.092960	0.738225
38	19000000	19500000	-2.598287	1.101955	0.912531
39	19500000	20000000	-2.742153	0.852027	0.854823
40	20000000	20500000	-2.684676	0.534545	0.540272
41	20500000	21000000	-2.740340	0.204083	0.205623
42	21000000	21500000	-2.757821	-0.079371	-0.079783
43	21500000	22000000	-2.887405	-0.276187	-0.098454
44	22000000	22500000	-2.795475	-0.506131	-0.288570
45	22500000	23000000	-2.556737	-0.769460	-0.450625
46	23000000	23500000	-2.543722	-1.108041	-0.595405
47	23500000	24000000	-2.659841	-1.225347	-0.450338
48	24000000	24500000	-2.602568	-1.398836	-0.507046
49	24500000	25000000	-2.456145	-1.616728	-0.880520
50	25000000	25500000	-1.669613	-1.167162	-1.577209
51	25500000	26000000	-0.962421	-0.623200	-2.058911
52	26000000	26500000	-0.171659	-0.136106	-2.496193
53	26500000	27000000	0.794870	0.307132	-2.999948
54	27000000	27500000	1.558496	0.471089	-3.512638
55	27500000	28000000	2.177492	0.532924	-3.812830
56	28000000	28500000	2.641490	0.584070	-3.870518
57	28500000	29000000	2.406735	-0.029756	-3.899492
58	29000000	29500000	2.093765	-0.638955	-3.990559
59	29500000	30000000	1.708024	-1.121284	-3.827562
60	30000000	30500000	1.457166	-1.155851	-3.410957
61	30500000	31000000	1.404514	-0.859013	-2.779975
62	31000000	31500000	1.380292	-0.473223	-2.071802
63	31500000	32000000	1.503093	0.052732	-1.315296
64	32000000	32500000	1.809334	0.651380	-0.558410
65	32500000	33000000	2.162930	1.223719	0.135009
66	33000000	33500000	2.518935	1.768456	0.495346
67	33500000	34000000	2.645631	2.055801	0.894359
68	34000000	34500000	2.727107	2.252555	1.164512
69	34500000	35000000	2.793881	2.400615	1.361713
