# Chromosome: chr17, Resolution: 500000bp
# Generated: 2026-08-26 10:19:40
bin	start	end	x	y	z
0	0	500000	-1.384198	2.884088	1.305676
1	500000	1000000	-1.515749	2.677641	1.339906
2	1000000	1500000	-1.422299	2.561906	1.267376
3	1500000	2000000	-1.418834	2.598067	1.094723
4	2000000	2500000	-1.587653	2.321625	1.050994
5	2500000	3000000	-1.565473	2.323306	1.197633
6	3000000	3500000	-1.481129	2.139395	1.241654
7	3500000	4000000	-1.432746	2.083606	1.237723
8	4000000	4500000	-1.302038	2.084494	1.004894
9	4500000	5000000	-1.303303	2.091728	0.835714
10	5000000	5500000	-1.301716	1.940495	0.853101
11	5500000	6000000	-1.319677	1.876679	0.892808
12	6000000	6500000	-1.470272	1.747248	0.778419
13	6500000	7000000	-1.548995	1.729919	0.558194
14	7000000	7500000	-1.568431	1.693188	0.239294
15	7500000	8000000	-1.594098	1.567851	0.125388
16	8000000	8500000	-1.598435	1.519849	-0.069461
17	8500000	9000000	-1.513052	1.538106	-0.309292
18	9000000	9500000	-1.331760	1.671447	-0.738099
19	9500000	10000000	-0.981167	1.712610	-1.265557
20	10000000	10500000	-0.739650	1.756695	-1.663226
21	10500000	11000000	-0.563884	1.715730	-1.889937
22	11000000	11500000	-0.408656	1.753635	-2.084103
23	11500000	12000000	-0.272455	1.715497	-2.230739
24	12000000	12500000	-0.167589	1.648509	-2.432767
25	12500000	13000000	-0.139109	1.452164	-2.524206
26	13000000	13500000	-0.159304	1.391908	-2.485042
27	13500000	14000000	-0.217872	1.272841	-2.537556
28	14000000	14500000	-0.429581	1.284780	-2.643371
29	14500000	15000000	-0.736579	1.256974	-2.500971
30	15000000	15500000	-1.086415	1.246628	-2.281374
31	15500000	16000000	-1.446015	1.192533	-1.955665
32	16000000	16500000	-1.732062	1.069494	-1.763272
33	16500000	17000000	-2.184671	0.967976	-1.473526
34	17000000	17500000	-2.565333	0.923282	-1.148462
35	17500000	18000000	-2.753045	0.798734	-0.990473
36	18000000	18500000	-2.744454	0.681685	-1.117006
37	18500000	19000000	-2.665858	0.484162	-1.381653
38	19000000	19500000	-2.575972	0.378134	-1.687614
39	19500000	20000000	-2.423998	0.534734	-1.826263
40	20000000	20500000	-1.957076	0.790783	-2.125075
41	20500000	21000000	-1.373212	1.039355	-2.432897
42	21000000	21500000	-0.679896	1.353275	-2.502345
43	21500000	22000000	0.064742	1.728995	-2.323919
44	22000000	22500000	0.780979	2.140465	-1.936249
45	22500000	23000000	1.452883	2.543581	-1.500367
46	23000000	23500000	1.954087	2.847506	-1.083798
47	23500000	24000000	2.144881	3.021679	-0.617068
48	24000000	24500000	2.175029	3.251642	-0.221199
49	24500000	25000000	2.088737	3.458865	0.022712
50	25000000	25500000	1.866304	3.495959	-0.080122
51	25500000	26000000	1.324950	3.130333	-0.252173
52	26000000	26500000	0.762375	2.677560	-0.490789
53	26500000	27000000	0.136087	2.035225	-0.711670
54	27000000	27500000	-0.414194	1.435001	-0.697918
55	27500000	28000000	-0.948940	0.782596	-0.591279
56	28000000	28500000	-1.562267	-0.006177	-0.596686
57	28500000	29000000	-2.196752	-0.712225	-0.383533
58	29000000	29500000	-2.581630	-0.871015	-0.007463
59	29500000	30000000	-2.875603	-0.994078	0.322126
60	30000000	30500000	-2.850276	-0.963814	0.457664
61	30500000	31000000	-2.810137	-1.084406	0.353032
62	31000000	31500000	-2.721519	-1.167776	0.160583
63	31500000	32000000	-2.385741	-1.092380	0.045823
64	32000000	32500000	-2.094769	-0.962173	-0.079241
65	32500000	33000000	-1.784488	-1.042726	-0.455808
66	33000000	33500000	-1.538309	-1.106141	-0.769931
67	33500000	34000000	-1.496232	-1.198041	-0.905183
68	34000000	34500000	-1.509830	-1.344998	-0.958259
69	34500000	35000000	-0.652399	-0.988549	-0.763038
70	35000000	35500000	0.010541	-0.631871	-0.415696
71	35500000	36000000	0.654232	-0.241330	-0.027703
72	36000000	36500000	1.252920	0.265183	0.472880
73	36500000	37000000	1.813663	0.828140	0.977323
74	37000000	37500000	1.725264	1.078945	1.508471
75	37500000	38000000	1.755576	1.283639	1.781354
76	38000000	38500000	0.947754	0.892227	1.860428
77	38500000	39000000	0.115128	0.452487	1.864076
78	39000000	39500000	-0.645262	-0.213288	1.750473
79	39500000	40000000	-1.310683	-0.880342	1.260215
80	40000000	40500000	-1.903911	-1.478613	1.238658
81	40500000	41000000	-1.786412	-1.707955	1.146564
82	41000000	41500000	-1.806217	-1.707002	1.230240
83	41500000	42000000	-1.763829	-1.595628	1.266936
84	42000000	42500000	-1.676120	-1.428907	1.428267
85	42500000	43000000	-1.602695	-1.127076	1.658558
86	43000000	43500000	-1.510416	-0.939252	2.289638
87	43500000	44000000	-1.449374	-0.750278	2.423293
88	44000000	44500000	-1.123983	-0.083533	2.450447
89	44500000	45000000	-0.705488	0.526290	2.453144
90	45000000	45500000	-0.798880	0.105655	2.108474
91	45500000	46000000	-0.718130	-0.217795	1.973185
92	46000000	46500000	-0.624871	-0.403296	1.850248
93	46500000	47000000	-0.560929	-0.513325	1.566613
94	47000000	47500000	-0.433901	-0.757063	1.367735
95	47500000	48000000	-0.600396	-1.492904	1.252181
96	48000000	48500000	-0.776781	-2.318440	1.119455
97	48500000	49000000	-0.450739	-2.158222	1.424486
98	49000000	49500000	-0.357492	-1.988139	1.272725
99	49500000	50000000	-0.246631	-1.846058	0.874853
100	50000000	50500000	-0.047436	-1.672310	0.399809
101	50500000	51000000	0.217988	-1.478452	-0.264025
102	51000000	51500000	0.470489	-1.291732	-0.850412
103	51500000	52000000	0.748798	-0.937369	-1.486152
104	52000000	52500000	0.928567	-0.605570	-2.150172
105	52500000	53000000	1.137232	-0.422596	-2.656835
106	53000000	53500000	1.275939	-0.368514	-2.828894
107	53500000	54000000	1.259114	-0.449727	-2.777629
108	54000000	54500000	1.136605	-0.527116	-2.690297
109	54500000	55000000	1.066665	-0.696285	-2.730064
110	55000000	55500000	0.887351	-0.966178	-2.488417
111	55500000	56000000	0.744651	-1.203342	-2.146198
112	56000000	56500000	0.583961	-1.528767	-1.845379
113	56500000	57000000	0.500633	-1.775279	-1.505834
114	57000000	57500000	0.448638	-1.980577	-1.250237
115	57500000	58000000	0.440095	-2.181637	-0.861585
116	58000000	58500000	0.404528	-2.339705	-0.380815
117	58500000	59000000	0.466153	-2.598207	-0.151996
118	59000000	59500000	0.540565	-2.797951	-0.138942
119	59500000	60000000	0.708485	-2.856642	-0.134684
120	60000000	60500000	0.790138	-2.868279	-0.217685
121	60500000	61000000	0.955864	-2.847105	-0.304437
122	61000000	61500000	1.123270	-2.812673	-0.510006
123	61500000	62000000	1.385155	-2.756463	-0.713179
124	62000000	62500000	1.419896	-2.542588	-0.642893
125	62500000	63000000	1.578910	-2.366346	-0.355934
126	63000000	63500000	1.768241	-2.259433	-0.063472
127	63500000	64000000	1.892614	-2.137504	-0.049377
128	64000000	64500000	1.890665	-1.906016	-0.074584
129	64500000	65000000	1.976014	-1.773868	-0.091398
130	65000000	65500000	1.879548	-1.623197	-0.083298
131	65500000	66000000	2.112911	-1.505574	-0.144758
132	66000000	66500000	2.183647	-1.448588	-0.247196
133	66500000	67000000	2.139375	-1.331362	-0.385850
134	67000000	67500000	2.177615	-1.233666	-0.444988
135	67500000	68000000	2.276330	-1.196757	-0.385814
136	68000000	68500000	2.303453	-1.069444	-0.390441
137	68500000	69000000	2.478006	-0.864706	-0.494038
138	69000000	69500000	2.456651	-0.656588	-0.762780
139	69500000	70000000	2.490266	-0.380088	-1.065923
140	70000000	70500000	2.549036	-0.239916	-1.293573
141	70500000	71000000	2.561174	-0.144690	-1.292441
142	71000000	71500000	2.643481	-0.061854	-1.276845
143	71500000	72000000	2.577987	-0.079263	-1.089943
144	72000000	72500000	2.364506	-0.145911	-0.908350
145	72500000	73000000	2.192663	-0.266748	-0.626720
146	73000000	73500000	2.037851	-0.421619	-0.183351
147	73500000	74000000	1.788137	-0.569640	0.381104
148	74000000	74500000	1.565700	-0.679979	0.906489
149	74500000	75000000	1.250140	-0.765923	1.342340
150	75000000	75500000	1.087774	-0.781477	1.640264
151	75500000	76000000	0.992867	-0.835565	2.028996
152	76000000	76500000	1.048162	-0.830863	2.324550
153	76500000	77000000	0.925431	-0.799686	2.449059
154	77000000	77500000	0.869410	-0.641050	2.429657
155	77500000	78000000	0.966614	-0.512698	2.344846
156	78000000	78500000	1.042050	-0.392687	2.330863
157	78500000	79000000	1.040353	-0.256311	2.420026
158	79000000	79500000	0.997352	-0.136966	2.493175
159	79500000	80000000	0.928218	-0.017815	2.618287
160	80000000	80500000	0.897782	0.154742	2.752665
161	80500000	81000000	0.854838	0.301482	2.904825
162	81000000	81500000	0.780562	0.483044	3.017869
163	81500000	82000000	0.816028	0.729852	3.100070
164	82000000	82500000	0.807119	0.818168	3.158016
165	82500000	83000000	0.857647	0.964122	3.180597
166	83000000	83500000	0.767315	1.142445	3.170675
