# Chromosome: chr22, Resolution: 500000bp
# Generated: 2026-08-12 15:28:54
bin	start	end	x	y	z
0	0	500000	-1.495121	3.251956	-2.935938
1	500000	1000000	-1.040907	3.382008	-2.858176
2	1000000	1500000	-0.593016	3.467377	-2.742160
3	1500000	2000000	-0.160807	3.472269	-2.647692
4	2000000	2500000	0.649426	3.478982	-2.572976
5	2500000	3000000	1.425672	3.324900	-2.523364
6	3000000	3500000	2.107306	2.993823	-2.466713
7	3500000	4000000	2.703348	2.497723	-2.392138
8	4000000	4500000	3.199614	1.818822	-2.310972
9	4500000	5000000	3.529975	0.978288	-2.265489
10	5000000	5500000	3.677445	0.149895	-2.296323
11	5500000	6000000	3.647758	-0.472212	-2.439276
12	6000000	6500000	3.436060	-0.918927	-2.637406
13	6500000	7000000	3.004509	-1.218345	-2.888644
14	7000000	7500000	2.363725	-1.378460	-3.185792
15	7500000	8000000	1.558297	-1.428779	-3.505081
16	8000000	8500000	0.723817	-1.428049	-3.782729
17	8500000	9000000	-0.003269	-1.509537	-3.939047
18	9000000	9500000	-0.507408	-1.790129	-3.903135
19	9500000	10000000	-0.738164	-2.174664	-3.715932
20	10000000	10500000	-0.650264	-2.539175	-3.500617
21	10500000	11000000	-0.342856	-2.820277	-3.327456
22	11000000	11500000	0.091590	-2.581536	-3.297484
23	11500000	12000000	0.511889	-2.108112	-3.355820
24	12000000	12500000	0.747995	-1.476860	-3.481970
25	12500000	13000000	0.679833	-0.788688	-3.640641
26	13000000	13500000	0.289389	-0.124627	-3.804570
27	13500000	14000000	-0.374982	0.402497	-3.873806
28	14000000	14500000	-1.163979	0.692199	-3.802198
29	14500000	15000000	-1.921240	0.336807	-3.483671
30	15000000	15500000	-2.529848	-0.131380	-2.969370
31	15500000	16000000	-2.836094	-0.464536	-2.287638
32	16000000	16500000	-2.877541	-0.656390	-1.623509
33	16500000	17000000	-3.006094	-0.598374	-1.129344
34	17000000	17500000	-3.073694	-0.425412	-0.759257
35	17500000	18000000	-2.823459	-0.220727	-0.326726
36	18000000	18500000	-2.490083	0.177408	-0.028539
37	18500000	19000000	-2.229659	0.749609	0.081734
38	19000000	19500000	-1.998178	1.168332	0.147170
39	19500000	20000000	-1.990000	1.666527	0.083659
40	20000000	20500000	-1.494923	1.856080	0.308423
41	20500000	21000000	-0.928550	2.099033	0.579633
42	21000000	21500000	-0.676219	2.529776	0.665002
43	21500000	22000000	-0.628956	2.906474	0.765969
44	22000000	22500000	-0.577056	3.065215	0.951947
45	22500000	23000000	-0.669106	3.068383	1.035698
46	23000000	23500000	-0.759478	2.737924	1.284952
47	23500000	24000000	-1.085942	2.486379	1.365978
48	24000000	24500000	-1.394966	2.117373	1.426851
49	24500000	25000000	-1.616596	1.621895	1.590880
50	25000000	25500000	-1.725890	1.128328	1.696368
51	25500000	26000000	-1.911288	0.566053	1.703759
52	26000000	26500000	-2.089801	0.197141	1.726893
53	26500000	27000000	-2.206047	-0.045386	1.752862
54	27000000	27500000	-2.288333	-0.201983	1.777746
55	27500000	28000000	-2.206550	-0.055873	1.931475
56	28000000	28500000	-2.035245	0.108423	2.005449
57	28500000	29000000	-1.873444	0.319116	2.164900
58	29000000	29500000	-1.571373	0.560159	2.352216
59	29500000	30000000	-1.221689	0.788959	2.507913
60	30000000	30500000	-0.888659	0.932761	2.609121
61	30500000	31000000	-0.635165	0.921561	2.690290
62	31000000	31500000	-0.587996	0.535483	2.649273
63	31500000	32000000	-0.656331	0.124638	2.697406
64	32000000	32500000	-0.646640	-0.251716	2.682763
65	32500000	33000000	-0.759349	-0.624465	2.602611
66	33000000	33500000	-0.939414	-1.040303	2.529763
67	33500000	34000000	-0.883242	-1.192851	2.485443
68	34000000	34500000	-0.612458	-1.263328	2.637874
69	34500000	35000000	-0.302924	-1.083528	2.674357
70	35000000	35500000	0.041515	-0.903350	2.651160
71	35500000	36000000	0.357699	-0.670714	2.608230
72	36000000	36500000	0.742599	-0.251754	2.567815
73	36500000	37000000	1.276353	0.229598	2.510291
74	37000000	37500000	1.739417	0.576886	2.347051
75	37500000	38000000	1.953057	0.882433	2.069606
76	38000000	38500000	2.256361	1.044713	1.896647
77	38500000	39000000	2.500051	1.217648	1.713225
78	39000000	39500000	2.733951	1.226740	1.536107
79	39500000	40000000	2.942546	1.136271	1.419173
80	40000000	40500000	2.958361	0.914553	1.374566
81	40500000	41000000	2.969328	0.615156	1.418678
82	41000000	41500000	2.868006	0.454212	1.387648
83	41500000	42000000	2.581090	0.218773	1.410381
84	42000000	42500000	2.285146	-0.121242	1.463516
85	42500000	43000000	1.968611	-0.435679	1.565939
86	43000000	43500000	1.599396	-0.787608	1.663682
87	43500000	44000000	1.384923	-1.107886	1.662607
88	44000000	44500000	1.133325	-1.374427	1.666885
89	44500000	45000000	1.032518	-1.779578	1.646281
90	45000000	45500000	0.833119	-1.990790	1.567174
91	45500000	46000000	0.565038	-2.202635	1.469173
92	46000000	46500000	0.239164	-2.436746	1.276043
93	46500000	47000000	0.014426	-2.589809	1.106828
94	47000000	47500000	-0.256277	-2.780711	0.935087
95	47500000	48000000	-0.590695	-2.993606	0.725260
96	48000000	48500000	-0.853148	-2.938505	0.673341
97	48500000	49000000	-0.693852	-3.093033	0.573661
98	49000000	49500000	-0.289784	-3.003871	0.456179
99	49500000	50000000	-0.139030	-2.944954	0.432814
100	50000000	50500000	0.031114	-2.949038	0.383691
101	50500000	51000000	0.226726	-2.816269	0.389691
